kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Ujang mulai bercerita.,Ujang mulai bercerita',IPS,Punctuation Error
Lan dan ana mendengarkan.,Lan dan ana mendengarkan',IPS,Punctuation Error
Saya anak pertama.,Saya anak pertama',IPS,Punctuation Error
Saya punya adik.,Saya punya adik',IPS,Punctuation Error
Adik saya perempuan.,Adik saya perempuan',IPS,Punctuation Error
"Namanya leli, cerita ujang.",Namanya leli@ cerita ujang.,IPS,Punctuation Error
Ujang menghentikan ceritanya.,Ujang menghentikan ceritanya',IPS,Punctuation Error
Ana bertanya pada ujang.,Ana bertanya pada ujang',IPS,Punctuation Error
Beliau tinggal di desa.,Beliau tinggal di desa',IPS,Punctuation Error
"Tidak serumah dengan kami, jawab ujang.",Tidak serumah dengan kami@ jawab ujang.,IPS,Punctuation Error
Beliau sedang berkunjung.,Beliau sedang berkunjung',IPS,Punctuation Error
Beliau kangen dengan kami.,Beliau kangen dengan kami',IPS,Punctuation Error
Kami lama tidak bertemu.,Kami lama tidak bertemu',IPS,Punctuation Error
Beliau adik laki-laki ayahku.,Beliau adik laki?laki ayahku.,IPS,Punctuation Error
"Ayahku punya kakak perempuan, beliau kupanggil bibi.",Ayahku punya kakak perempuan@ beliau kupanggil bibi.,IPS,Punctuation Error
Di rumahku ada kakek.,Di rumahku ada kakek',IPS,Punctuation Error
Beliau ayah orang tuaku.,Beliau ayah orang tuaku',IPS,Punctuation Error
Di rumahku ada nenek.,Di rumahku ada nenek',IPS,Punctuation Error
Beliau ibu orangtuaku.,Beliau ibu orangtuaku',IPS,Punctuation Error
Mereka tinggal di rumahku.,Mereka tinggal di rumahku',IPS,Punctuation Error
Ada banyak istilah dalam menyebut anggota keluarga.,Ada banyak istilah dalam menyebut anggota keluarga',IPS,Punctuation Error
Ana giliran bercerita.,Ana giliran bercerita',IPS,Punctuation Error
Ana menceritakan keluarganya.,Ana menceritakan keluarganya',IPS,Punctuation Error
Menceritakan kedudukan anggota keluarganya.,Menceritakan kedudukan anggota keluarganya',IPS,Punctuation Error
Menceritakan peran anggota keluarganya.,Menceritakan peran anggota keluarganya',IPS,Punctuation Error
Keluargaku catur warga.,Keluargaku catur warga',IPS,Punctuation Error
Catur berarti empat.,Catur berarti empat',IPS,Punctuation Error
Warga berarti anggota.,Warga berarti anggota',IPS,Punctuation Error
Catur warga berarti terdiri empat anggota keluarga.,Catur warga berarti terdiri empat anggota keluarga',IPS,Punctuation Error
Kedudukan anggota keluargaku berbeda-beda.,Kedudukan anggota keluargaku berbeda?beda.,IPS,Punctuation Error
Ayahku sebagai kepala keluarga.,Ayahku sebagai kepala keluarga',IPS,Punctuation Error
Beliau pemimpin keluarga.,Beliau pemimpin keluarga',IPS,Punctuation Error
Beliau membimbing anggota keluarga.,Beliau membimbing anggota keluarga',IPS,Punctuation Error
Selalu menasihati anggota keluarga.,Selalu menasihati anggota keluarga',IPS,Punctuation Error
Semua mematuhi ayah.,Semua mematuhi ayah',IPS,Punctuation Error
Ayahku bekerja keras.,Ayahku bekerja keras',IPS,Punctuation Error
Beliau mencari uang.,Beliau mencari uang',IPS,Punctuation Error
Untuk mencukupi kebutuhan keluarga.,Untuk mencukupi kebutuhan keluarga',IPS,Punctuation Error
Ibuku sangat berjasa.,Ibuku sangat berjasa',IPS,Punctuation Error
Ibu sebagai ibu rumah tangga.,Ibu sebagai ibu rumah tangga',IPS,Punctuation Error
Ibu mengurus rumah.,Ibu mengurus rumah',IPS,Punctuation Error
Selalu membersihkan rumah.,Selalu membersihkan rumah',IPS,Punctuation Error
Ibu selalu memasak.,Ibu selalu memasak',IPS,Punctuation Error
Ibu juga mencuci.,Ibu juga mencuci',IPS,Punctuation Error
Ibu mengelola uang.,Ibu mengelola uang',IPS,Punctuation Error
Ibu membelanjakannya dengan hemat.,Ibu membelanjakannya dengan hemat',IPS,Punctuation Error
Ibu mengasuh anak-anak.,Ibu mengasuh anak?anak.,IPS,Punctuation Error
Mendidik anak penuh kasih.,Mendidik anak penuh kasih',IPS,Punctuation Error
Ibu menyayangi kami semua.,Ibu menyayangi kami semua',IPS,Punctuation Error
Beliau teladan yang baik.,Beliau teladan yang baik',IPS,Punctuation Error
Berarti saya anak tertua.,Berarti saya anak tertua',IPS,Punctuation Error
Kedudukanku sebagai kakak.,Kedudukanku sebagai kakak',IPS,Punctuation Error
Menemani adik bermain.,Menemani adik bermain',IPS,Punctuation Error
Mau mengalah pada adik.,Mau mengalah pada adik',IPS,Punctuation Error
Adikku juga demikian.,Adikku juga demikian',IPS,Punctuation Error
Dia anggota keluarga termuda.,Dia anggota keluarga termuda',IPS,Punctuation Error
Dia harus patuh.,Dia harus patuh',IPS,Punctuation Error
Patuh pada orang tua.,Patuh pada orang tua',IPS,Punctuation Error
Patuh pada kakak.,Patuh pada kakak',IPS,Punctuation Error
Di rumah kedudukanku ganda.,Di rumah kedudukanku ganda',IPS,Punctuation Error
Saya sebagai kakak.,Saya sebagai kakak',IPS,Punctuation Error
Juga sebagai anak.,Juga sebagai anak',IPS,Punctuation Error
Sebagai anak harus patuh.,Sebagai anak harus patuh',IPS,Punctuation Error
Harus mau dibimbing ayah.,Harus mau dibimbing ayah',IPS,Punctuation Error
Harus mau dinasihati ibu.,Harus mau dinasihati ibu',IPS,Punctuation Error
Semua demi kebaikanku.,Semua demi kebaikanku',IPS,Punctuation Error
"Sebagai anak, harus rajin.",Sebagai anak@ harus rajin.,IPS,Punctuation Error
Rajin menyapu lantai.,Rajin menyapu lantai',IPS,Punctuation Error
Membantu ibu mencuci.,Membantu ibu mencuci',IPS,Punctuation Error
Membantu ibu memasak.,Membantu ibu memasak',IPS,Punctuation Error
Membersihkan halaman.,Membersihkan halaman',IPS,Punctuation Error
Berbicara harus lembut.,Berbicara harus lembut',IPS,Punctuation Error
Tidak boleh membentak-bentak.,Tidak boleh membentak?bentak.,IPS,Punctuation Error
Harus berbudi pekerti luhur.,Harus berbudi pekerti luhur',IPS,Punctuation Error
Ambilah kartu keluargamu.,Ambilah kartu keluargamu',IPS,Punctuation Error
Pinjamlah pada ayahmu.,Pinjamlah pada ayahmu',IPS,Punctuation Error
Lihat kedudukan anggota keluargamu.,Lihat kedudukan anggota keluargamu',IPS,Punctuation Error
Pahamilah baik-baik.,Pahamilah baik?baik.,IPS,Punctuation Error
"Ana, lan, dan ujang bercerita.","Ana, lan, dan ujang bercerita@",IPS,Punctuation Error
Sekarang masih giliran ana.,Sekarang masih giliran ana',IPS,Punctuation Error
Peran ayahku mencari nafkah.,Peran ayahku mencari nafkah',IPS,Punctuation Error
Karena beliau kepala keluarga.,Karena beliau kepala keluarga',IPS,Punctuation Error
Ayahku pengrajin ukiran.,Ayahku pengrajin ukiran',IPS,Punctuation Error
Ukiran dijadikan cendera mata.,Ukiran dijadikan cendera mata',IPS,Punctuation Error
Ayahku bekerja setiap hari.,Ayahku bekerja setiap hari',IPS,Punctuation Error
Ayahku membuat barang cendera mata.,Ayahku membuat barang cendera mata',IPS,Punctuation Error
Cendera mata dijual pada wisatawan.,Cendera mata dijual pada wisatawan',IPS,Punctuation Error
Ayahku menjual cendera mata.,Ayahku menjual cendera mata',IPS,Punctuation Error
Ayahku mendapat uang.,Ayahku mendapat uang',IPS,Punctuation Error
Untuk memenuhi kebutuhan.,Untuk memenuhi kebutuhan',IPS,Punctuation Error
Ayahku memenuhi kebutuhan keluargaku.,Ayahku memenuhi kebutuhan keluargaku',IPS,Punctuation Error
Kebutuhan keluargaku banyak.,Kebutuhan keluargaku banyak',IPS,Punctuation Error
Beliau membimbing keluarga.,Beliau membimbing keluarga',IPS,Punctuation Error
Menyelesaikan masalah dengan musyawarah.,Menyelesaikan masalah dengan musyawarah',IPS,Punctuation Error
Ayahku memberi contoh yang baik.,Ayahku memberi contoh yang baik',IPS,Punctuation Error
Beliau taat beribadah.,Beliau taat beribadah',IPS,Punctuation Error
Selalu mengajak keluargaku beribadah.,Selalu mengajak keluargaku beribadah',IPS,Punctuation Error
Ayahku selalu menjaga sikapnya.,Ayahku selalu menjaga sikapnya',IPS,Punctuation Error
Ayahku selalu menjaga tindakannya.,Ayahku selalu menjaga tindakannya',IPS,Punctuation Error
Ayahku selalu menjaga perkataannya.,Ayahku selalu menjaga perkataannya',IPS,Punctuation Error
Semua dilakukan dengan baik.,Semua dilakukan dengan baik',IPS,Punctuation Error
Saya ingin meniru ayahku.,Saya ingin meniru ayahku',IPS,Punctuation Error
Ayahku pelindung keluarga.,Ayahku pelindung keluarga',IPS,Punctuation Error
Saya ingat ketika banjir.,Saya ingat ketika banjir',IPS,Punctuation Error
Ayahku menyelamatkan keluarga.,Ayahku menyelamatkan keluarga',IPS,Punctuation Error
Membawa keluargaku ke pengungsian.,Membawa keluargaku ke pengungsian',IPS,Punctuation Error
Beliau menentang bahaya banjir.,Beliau menentang bahaya banjir',IPS,Punctuation Error
Demi keselamatan keluargaku.,Demi keselamatan keluargaku',IPS,Punctuation Error
Syukurlah semua keluargaku selamat.,Syukurlah semua keluargaku selamat',IPS,Punctuation Error
Semua berkat ayahku.,Semua berkat ayahku',IPS,Punctuation Error
Ayahku juga mendidikku.,Ayahku juga mendidikku',IPS,Punctuation Error
Ayahku menemani belajar.,Ayahku menemani belajar',IPS,Punctuation Error
Beliau selalu menasihati.,Beliau selalu menasihati',IPS,Punctuation Error
Keluargaku patuh pada ayah.,Keluargaku patuh pada ayah',IPS,Punctuation Error
Ayo simak baik-baik.,Ayo simak baik?baik.,IPS,Punctuation Error
Ibuku bernama ibu ema.,Ibuku bernama ibu ema',IPS,Punctuation Error
Beliau ibu yang baik.,Beliau ibu yang baik',IPS,Punctuation Error
Ibuku mengurus rumah.,Ibuku mengurus rumah',IPS,Punctuation Error
Mengerjakan pekerjaan rumah sehari-hari.,Mengerjakan pekerjaan rumah sehari?hari.,IPS,Punctuation Error
Ibuku pandai mengurus rumah.,Ibuku pandai mengurus rumah',IPS,Punctuation Error
Ibuku pandai memasak.,Ibuku pandai memasak',IPS,Punctuation Error
Mencuci pakaian keluarga.,Mencuci pakaian keluarga',IPS,Punctuation Error
Menyiapkan sekolah anak-anaknya.,Menyiapkan sekolah anak?anaknya.,IPS,Punctuation Error
Ibuku mengerjakannya dengan sabar.,Ibuku mengerjakannya dengan sabar',IPS,Punctuation Error
Mengerjakan dengan kasih sayang.,Mengerjakan dengan kasih sayang',IPS,Punctuation Error
Ibuku tidak pernah mengeluh.,Ibuku tidak pernah mengeluh',IPS,Punctuation Error
Ibu tidak pilih kasih.,Ibu tidak pilih kasih',IPS,Punctuation Error
Tidak membeda-bedakan anak-anaknya.,Tidak membeda-bedakan anak-anaknya?,IPS,Punctuation Error
Anak-anak diperlakukan adil.,Anak?anak diperlakukan adil.,IPS,Punctuation Error
Semua mendapat kasih sayang.,Semua mendapat kasih sayang',IPS,Punctuation Error
Semua dididik dengan baik.,Semua dididik dengan baik',IPS,Punctuation Error
Saya dan saudaraku berprestasi.,Saya dan saudaraku berprestasi',IPS,Punctuation Error
Selalu mendapat rangking satu.,Selalu mendapat rangking satu',IPS,Punctuation Error
Semua berkat jasa ibuku.,Semua berkat jasa ibuku',IPS,Punctuation Error
Semua berkat jasa ayahku.,Semua berkat jasa ayahku',IPS,Punctuation Error
Ibuku pandai mengatur keuangan.,Ibuku pandai mengatur keuangan',IPS,Punctuation Error
Uang diberikan oleh ayahku.,Uang diberikan oleh ayahku',IPS,Punctuation Error
Ibuku mengelola uang sebaik-baiknya.,Ibuku mengelola uang sebaik?baiknya.,IPS,Punctuation Error
Ibuku mengatur pemasukan.,Ibuku mengatur pemasukan',IPS,Punctuation Error
Ibuku mengatur pengeluaran.,Ibuku mengatur pengeluaran',IPS,Punctuation Error
Ibu berbelanja secara hemat.,Ibu berbelanja secara hemat',IPS,Punctuation Error
Membeli barang sesuai kebutuhan.,Membeli barang sesuai kebutuhan',IPS,Punctuation Error
Selalu menyisakan uang belanja.,Selalu menyisakan uang belanja',IPS,Punctuation Error
Kedudukanku sebagai anak.,Kedudukanku sebagai anak',IPS,Punctuation Error
Sebagai anak harus rajin.,Sebagai anak harus rajin',IPS,Punctuation Error
Rajin dalam belajar.,Rajin dalam belajar',IPS,Punctuation Error
Anak harus patuh.,Anak harus patuh',IPS,Punctuation Error
Anak harus taat.,Anak harus taat',IPS,Punctuation Error
Taat pada orang tua.,Taat pada orang tua',IPS,Punctuation Error
Mendengarkan nasihat ayah.,Mendengarkan nasihat ayah',IPS,Punctuation Error
Melaksanakan perintah ibu.,Melaksanakan perintah ibu',IPS,Punctuation Error
Jadi anak harus baik.,Jadi anak harus baik',IPS,Punctuation Error
Mau membantu orang tua.,Mau membantu orang tua',IPS,Punctuation Error
"Jika rajin, orang tua senang, cerita ujang.","Jika rajin, orang tua senang, cerita ujang@",IPS,Punctuation Error
Dulu saya diajak teman-teman.,Dulu saya diajak teman?teman.,IPS,Punctuation Error
Diajak mencuri mangga.,Diajak mencuri mangga',IPS,Punctuation Error
Mangga miliki pak karta.,Mangga miliki pak karta',IPS,Punctuation Error
Tapi saya menolaknya.,Tapi saya menolaknya',IPS,Punctuation Error
Mencuri itu tidak baik.,Mencuri itu tidak baik',IPS,Punctuation Error
Dapat merugikan diri sendiri.,Dapat merugikan diri sendiri',IPS,Punctuation Error
Juga merugikan orang lain.,Juga merugikan orang lain',IPS,Punctuation Error
Mencuri merugikan orang tua.,Mencuri merugikan orang tua',IPS,Punctuation Error
"Jika kita mencuri, nama orang tua kita tercemar.",Jika kita mencuri@ nama orang tua kita tercemar.,IPS,Punctuation Error
Nama baiknya jadi rusak.,Nama baiknya jadi rusak',IPS,Punctuation Error
Orang tua jadi sedih.,Orang tua jadi sedih',IPS,Punctuation Error
Anak harus menjaga nama orang tua.,Anak harus menjaga nama orang tua',IPS,Punctuation Error
Baiklah saya berjanji.,Baiklah saya berjanji',IPS,Punctuation Error
Saya akan berperilaku baik.,Saya akan berperilaku baik',IPS,Punctuation Error
Untuk menjaga nama keluarga.,Untuk menjaga nama keluarga',IPS,Punctuation Error
Menjaga nama baik orang tua.,Menjaga nama baik orang tua',IPS,Punctuation Error
"Agar orang tua senang, janji lan.",Agar orang tua senang@ janji lan.,IPS,Punctuation Error
Tuliskan pekerjaan ayahmu.,Tuliskan pekerjaan ayahmu',IPS,Punctuation Error
Tuliskan pekerjaan ibumu.,Tuliskan pekerjaan ibumu',IPS,Punctuation Error
Tuliskan kegiatanmu.,Tuliskan kegiatanmu',IPS,Punctuation Error
Pak lesmana datang.,Pak lesmana datang',IPS,Punctuation Error
Beliau ikut bercerita.,Beliau ikut bercerita',IPS,Punctuation Error
Kalian sedang bercerita ya?,Kalian sedang bercerita ya',IPS,Punctuation Error
Kami sedang bercerita.,Kami sedang bercerita',IPS,Punctuation Error
Bercerita peran di keluarga.,Bercerita peran di keluarga',IPS,Punctuation Error
Bercerita kedudukan di keluarga.,Bercerita kedudukan di keluarga',IPS,Punctuation Error
Tapi ada yang membingungkan.,Tapi ada yang membingungkan',IPS,Punctuation Error
Ayahku kepala keluarga.,Ayahku kepala keluarga',IPS,Punctuation Error
Perannya mencari nafkah.,Perannya mencari nafkah',IPS,Punctuation Error
Tapi mengapa ayah juga memasak?,Tapi mengapa ayah juga memasak',IPS,Punctuation Error
Kedudukan bisa berubah-ubah.,Kedudukan bisa berubah?ubah.,IPS,Punctuation Error
Kedudukan ayah kepala keluarga.,Kedudukan ayah kepala keluarga',IPS,Punctuation Error
Peran ayah bisa berubah-ubah.,Peran ayah bisa berubah?ubah.,IPS,Punctuation Error
Ibu sedang berhalangan.,Ibu sedang berhalangan',IPS,Punctuation Error
Ayah menggantikan peran ibu.,Ayah menggantikan peran ibu',IPS,Punctuation Error
Ayahjuga mencuci.,Ayahjuga mencuci',IPS,Punctuation Error
Ayah juga memasak.,Ayah juga memasak',IPS,Punctuation Error
Ibu ana dokter.,Ibu ana dokter',IPS,Punctuation Error
Namanya ibu siska.,Namanya ibu siska',IPS,Punctuation Error
Beliau bertugas di rumah sakit.,Beliau bertugas di rumah sakit',IPS,Punctuation Error
Beliau setiap hari bertugas.,Beliau setiap hari bertugas',IPS,Punctuation Error
Jika tugasnya malam.,Jika tugasnya malam',IPS,Punctuation Error
Tidak bisa mengurusi rumah.,Tidak bisa mengurusi rumah',IPS,Punctuation Error
Ayah ana menggantikannya.,Ayah ana menggantikannya',IPS,Punctuation Error
Menggantikan peran ibu.,Menggantikan peran ibu',IPS,Punctuation Error
Memasak untuk keluarga.,Memasak untuk keluarga',IPS,Punctuation Error
Membersihkan rumah.,Membersihkan rumah',IPS,Punctuation Error
Beliau tidak mengeluh.,Beliau tidak mengeluh',IPS,Punctuation Error
Lan akan bercerita.,Lan akan bercerita',IPS,Punctuation Error
Lan punya sepupu.,Lan punya sepupu',IPS,Punctuation Error
Beto ditinggal bekerja ayahnya.,Beto ditinggal bekerja ayahnya',IPS,Punctuation Error
Bekerja di luar kota.,Bekerja di luar kota',IPS,Punctuation Error
Bekerja dalam waktu lama.,Bekerja dalam waktu lama',IPS,Punctuation Error
Ayah beto sering mengirim uang.,Ayah beto sering mengirim uang',IPS,Punctuation Error
Uang hasil bekerja.,Uang hasil bekerja',IPS,Punctuation Error
Tapi kadang-kadang telat.,Tapi kadang?kadang telat.,IPS,Punctuation Error
Ibu beto sering juga bekerja.,Ibu beto sering juga bekerja',IPS,Punctuation Error
Membantu mencari nafkah.,Membantu mencari nafkah',IPS,Punctuation Error
Agar kebutuhan terpenuhi.,Agar kebutuhan terpenuhi',IPS,Punctuation Error
Ibu beto membuat kue.,Ibu beto membuat kue',IPS,Punctuation Error
Kue dijual ke warung-warung.,Kue dijual ke warung?warung.,IPS,Punctuation Error
Beto membantu ibunya.,Beto membantu ibunya',IPS,Punctuation Error
Beto menjual kue.,Beto menjual kue',IPS,Punctuation Error
Pagi-pagi sekali beto bangun.,Pagi?pagi sekali beto bangun.,IPS,Punctuation Error
Beto membuat kue-kue.,Beto membuat kue?kue.,IPS,Punctuation Error
Beta tidak pernah mengeluh.,Beta tidak pernah mengeluh',IPS,Punctuation Error
Beto membantu mencari nafkah.,Beto membantu mencari nafkah',IPS,Punctuation Error
Diskusikan dengan kelompokmu.,Diskusikan dengan kelompokmu',IPS,Punctuation Error
Coba kemukakan pendapatmu.,Coba kemukakan pendapatmu',IPS,Punctuation Error
"Apa pendapatmu, jika ibumu bekerja?",Apa pendapatmu@ jika ibumu bekerja?,IPS,Punctuation Error
Keluarga yang terdiri keluarga inti ditambah anggota lain.,Keluarga yang terdiri keluarga inti ditambah anggota lain',IPS,Punctuation Error
Anak sulung adalah anak pertama.,Anak sulung adalah anak pertama',IPS,Punctuation Error
Anak bungsu adalah anak terakhir.,Anak bungsu adalah anak terakhir',IPS,Punctuation Error
Keluarga bagian terkecil masyarakat.,Keluarga bagian terkecil masyarakat',IPS,Punctuation Error
Anggota keluarga punya kedudukan.,Anggota keluarga punya kedudukan',IPS,Punctuation Error
Ayah sebagai kepala keluarga.,Ayah sebagai kepala keluarga',IPS,Punctuation Error
Ibu sebagai pengurus rumah.,Ibu sebagai pengurus rumah',IPS,Punctuation Error
Anggota keluarga punya peran.,Anggota keluarga punya peran',IPS,Punctuation Error
Peran anggota keluarga berbeda-beda.,Peran anggota keluarga berbeda?beda.,IPS,Punctuation Error
Ayah mencari nafkah.,Ayah mencari nafkah',IPS,Punctuation Error
Anak membantu orang tua.,Anak membantu orang tua',IPS,Punctuation Error
Kedudukan harus dijalankan sebaik-baiknya.,Kedudukan harus dijalankan sebaik?baiknya.,IPS,Punctuation Error
Peran harus dijalankan sebaik-baiknya.,Peran harus dijalankan sebaik?baiknya.,IPS,Punctuation Error
Apa manfaat silsilah keluarga?,Apa manfaat silsilah keluarga',IPS,Punctuation Error
Apa keluarga inti itu?,Apa keluarga inti itu',IPS,Punctuation Error
Apa peran ayah di keluarga?,Apa peran ayah di keluarga',IPS,Punctuation Error
"Jika ayah tidak ada, siapa yang menggantikan perannya?",Jika ayah tidak ada@ siapa yang menggantikan perannya?,IPS,Punctuation Error
Apa peran ibu di keluarga?,Apa peran ibu di keluarga',IPS,Punctuation Error
Agar keluarga jadi bahagia.,Agar keluarga jadi bahagia',IPS,Punctuation Error
Agar keluarga hidup rukun.,Agar keluarga hidup rukun',IPS,Punctuation Error
Jika peran tidak dilaksanakan.,Jika peran tidak dilaksanakan',IPS,Punctuation Error
Jika kedudukan tidak dilaksanakan.,Jika kedudukan tidak dilaksanakan',IPS,Punctuation Error
Keluarga tidak rukun.,Keluarga tidak rukun',IPS,Punctuation Error
Keluarga menjadi berantakan.,Keluarga menjadi berantakan',IPS,Punctuation Error
Anak harus menjalankan perannya.,Anak harus menjalankan perannya',IPS,Punctuation Error
Peran anak membantu orang tua.,Peran anak membantu orang tua',IPS,Punctuation Error
Anak harus rajin.,Anak harus rajin',IPS,Punctuation Error
Anak harus baik.,Anak harus baik',IPS,Punctuation Error
Agar orang tua senang.,Agar orang tua senang',IPS,Punctuation Error
Meskipun orang tuanya tidak ada.,Meskipun orang tuanya tidak ada',IPS,Punctuation Error
"Nah, sekarang giliranmu.",Nah@ sekarang giliranmu.,IPS,Punctuation Error
Coba kemukakan peranmu sebagai anak.,Coba kemukakan peranmu sebagai anak',IPS,Punctuation Error
Berikut contoh peran anak yang baik.,Berikut contoh peran anak yang baik',IPS,Punctuation Error
Apakah kamu sudah melakukannya?,Apakah kamu sudah melakukannya',IPS,Punctuation Error
Ataukah kamu belum melakukannya?,Ataukah kamu belum melakukannya',IPS,Punctuation Error
Membersihkan kamar tidur sendiri.,Membersihkan kamar tidur sendiri',IPS,Punctuation Error
Mencuci seragam sekolah sendiri.,Mencuci seragam sekolah sendiri',IPS,Punctuation Error
Tidak membantah perintah orang tua.,Tidak membantah perintah orang tua',IPS,Punctuation Error
Mengunci pintu jika orang tua pergi.,Mengunci pintu jika orang tua pergi',IPS,Punctuation Error
Bersikap sopan jika menerima tamu.,Bersikap sopan jika menerima tamu',IPS,Punctuation Error
Kamu telah mempelajari keluarga.,Kamu telah mempelajari keluarga',IPS,Punctuation Error
Apa saja yang belum kamu lakukan?,Apa saja yang belum kamu lakukan',IPS,Punctuation Error
Ayo buatlah tabel mengenai peran dan kedudukan orang tua.,Ayo buatlah tabel mengenai peran dan kedudukan orang tua',IPS,Punctuation Error
Gunakan kertas karton berukuran 20 centimeter x 30 centimeter.,Gunakan kertas karton berukuran 20 centimeter x 30 centimeter',IPS,Punctuation Error
Buatlah seperti contoh berikut.,Buatlah seperti contoh berikut',IPS,Punctuation Error
Ceritakan tabel yang sudah kamu buat di depan kelas.,Ceritakan tabel yang sudah kamu buat di depan kelas',IPS,Punctuation Error
Mintalah bantuan kepada teman dan gurumu untuk menyimpulkan.,Mintalah bantuan kepada teman dan gurumu untuk menyimpulkan',IPS,Punctuation Error
Ceritakan pula kedudukan dan peran anggota keluarga lain yang ada di rumahmu.,Ceritakan pula kedudukan dan peran anggota keluarga lain yang ada di rumahmu',IPS,Punctuation Error
Setiap orang punya pengalaman.,Setiap orang punya pengalaman',IPS,Punctuation Error
Pengalaman melaksanakan perannya.,Pengalaman melaksanakan perannya',IPS,Punctuation Error
Melaksanakan peran merupakan kewajiban.,Melaksanakan peran merupakan kewajiban',IPS,Punctuation Error
Peran dilaksanakan sesuai kedudukan.,Peran dilaksanakan sesuai kedudukan',IPS,Punctuation Error
Kita di rumah sebagai anak.,Kita di rumah sebagai anak',IPS,Punctuation Error
Anak wajib membantu orang tua.,Anak wajib membantu orang tua',IPS,Punctuation Error
Apa saja peranmu di rumah?,Apa saja peranmu di rumah',IPS,Punctuation Error
Kemarin saya membantu ayah.,Kemarin saya membantu ayah',IPS,Punctuation Error
Membantu ayah membersihkan halaman.,Membantu ayah membersihkan halaman',IPS,Punctuation Error
Berarti kamu telah melaksanakan peranmu.,Berarti kamu telah melaksanakan peranmu',IPS,Punctuation Error
"Hal itu sesuai pelajaran kali ini, yaitu pengalaman.",Hal itu sesuai pelajaran kali ini@ yaitu pengalaman.,IPS,Punctuation Error
Ayah lan mau pergi.,Ayah lan mau pergi',IPS,Punctuation Error
Lan kelihatan cemberut.,Lan kelihatan cemberut',IPS,Punctuation Error
Ayah harus lembur.,Ayah harus lembur',IPS,Punctuation Error
Banyak pekerjaan di kantor.,Banyak pekerjaan di kantor',IPS,Punctuation Error
"Ayah akan dipecat, jika pekerjaan tidak selesai.",Ayah akan dipecat@ jika pekerjaan tidak selesai.,IPS,Punctuation Error
Ayah tidak dapat uang.,Ayah tidak dapat uang',IPS,Punctuation Error
Akhirnya lan mengerti.,Akhirnya lan mengerti',IPS,Punctuation Error
Lan mengizinkan ayahnya bekerja.,Lan mengizinkan ayahnya bekerja',IPS,Punctuation Error
Ayah lan berangkat.,Ayah lan berangkat',IPS,Punctuation Error
Beliau berpamitan dulu.,Beliau berpamitan dulu',IPS,Punctuation Error
Pamit pada ibu.,Pamit pada ibu',IPS,Punctuation Error
Pamit pada lan.,Pamit pada lan',IPS,Punctuation Error
Ibu lan ke dapur.,Ibu lan ke dapur',IPS,Punctuation Error
Ibu sedang masak.,Ibu sedang masak',IPS,Punctuation Error
Ibu masak sayur asem.,Ibu masak sayur asem',IPS,Punctuation Error
Lan selesai makan.,Lan selesai makan',IPS,Punctuation Error
Ibu lan ke sumur.,Ibu lan ke sumur',IPS,Punctuation Error
Beliau mencuci pakaian.,Beliau mencuci pakaian',IPS,Punctuation Error
Lan membantunya.,Lan membantunya',IPS,Punctuation Error
Ibu lan merendam pakaian.,Ibu lan merendam pakaian',IPS,Punctuation Error
Beliau mengucek-ucek pakaian.,Beliau mengucek?ucek pakaian.,IPS,Punctuation Error
Kemudian membilas pakaian.,Kemudian membilas pakaian',IPS,Punctuation Error
Lan membantu ibunya.,Lan membantu ibunya',IPS,Punctuation Error
Lan memberi pewangi.,Lan memberi pewangi',IPS,Punctuation Error
Agar pakaiannya wangi.,Agar pakaiannya wangi',IPS,Punctuation Error
Lan menjemur pakaian.,Lan menjemur pakaian',IPS,Punctuation Error
Agar cepat kering.,Agar cepat kering',IPS,Punctuation Error
Ibu setiap hari memasak.,Ibu setiap hari memasak',IPS,Punctuation Error
Setiap hari mencuci.,Setiap hari mencuci',IPS,Punctuation Error
Lan selesai membantu mencuci.,Lan selesai membantu mencuci',IPS,Punctuation Error
Lan pergi ke halaman.,Lan pergi ke halaman',IPS,Punctuation Error
Lan pergi ke gudang.,Lan pergi ke gudang',IPS,Punctuation Error
Gudang tempat menyimpan barang-barang.,Gudang tempat menyimpan barang?barang.,IPS,Punctuation Error
Lan mengambil sapu.,Lan mengambil sapu',IPS,Punctuation Error
Lan menyapu halaman.,Lan menyapu halaman',IPS,Punctuation Error
Lan melakukannya dengan senang.,Lan melakukannya dengan senang',IPS,Punctuation Error
"Setelah halaman bersih, lan mengepel lantai.",Setelah halaman bersih@ lan mengepel lantai.,IPS,Punctuation Error
Kamu mau membantu ibu.,Kamu mau membantu ibu',IPS,Punctuation Error
Lan selesai membantu ibu.,Lan selesai membantu ibu',IPS,Punctuation Error
Ujang dan ana datang.,Ujang dan ana datang',IPS,Punctuation Error
Membantu orang tua adalah peran anak.,Membantu orang tua adalah peran anak',IPS,Punctuation Error
"Kemarin saya pergi, tapi tidak pamit.",Kemarin saya pergi@ tapi tidak pamit.,IPS,Punctuation Error
Orang tuaku sedih.,Orang tuaku sedih',IPS,Punctuation Error
Mereka mencari-cariku.,Mereka mencari?cariku.,IPS,Punctuation Error
Pintu rumah kuketok.,Pintu rumah kuketok',IPS,Punctuation Error
Ibuku membuka pintu.,Ibuku membuka pintu',IPS,Punctuation Error
Saya pulang.,Saya pulang',IPS,Punctuation Error
Ibuku senang.,Ibuku senang',IPS,Punctuation Error
