kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Secara geologis, negara indonesia dilalui oleh dua rangkaian pegunungan muda yaitu sirkum pasifik dan sirkum mediterania.","Secara geologis, negara indonesia dilalui oleh dua rangkaian pegunuangn muda yaitu sirkum pasifik dan sirkum mediterania.",IPS,Transposition Error
Kondisi tersebut menyebabkan negara kita rawan terjadi peristiwa alam berupa letusan gunung api.,Kondisi tersebut menyebabkan negara kita rawan terajdi peristiwa alam berupa letusan gunung api.,IPS,Transposition Error
"Sementara itu kondisi relief muka bumi seperti kemiringan lereng, keadaan tanah, dan tumbuhan dapat memengaruhi terjadinya peristiwa banjir dan tanah longsor.","Sementara itu kondisi relief muka bumi spereti kemiringan lereng, keadaan tanah, dan tumbuhan dapat memengaruhi terjadinya peristiwa banjir dan tanah longsor.",IPS,Transposition Error
Seperti yang dijelaskan sebelumnya bahwa gejala alam yang terjadi ada yang menguntungkan dan ada yang merugikan kehidupan manusia.,Seperti yang dijelaskan sebelumnya bahwa gejala mala yang terjadi ada yang menguntungkan dan ada yang merugikan kehidupan manusia.,IPS,Transposition Error
Gejala atau peristiwa alam yang bersifat merusak dan merugikan manusia sering disebut bencana alam.,Gejala atau peristiwa alam yang bersifat mersuak dan merugikan manusia sering disebut bencana alam.,IPS,Transposition Error
Akhir-akhir ini negara kita sering dilanda bencana alam.,Akhir-akhir ini negara kita sering dilanda benacna alam.,IPS,Transposition Error
Masih ingatkah kalian bencana alam apa sajakah yang melanda  negeri kita?,Masih ingatkah kalian bencana alam apa sjakaah yang melanda  negeri kita?,IPS,Transposition Error
"Tentu masih membekas dalam ingatan kita, bahwa negara kita pernah dilanda gempa bumi, tsunami, dan aktivitas gunung api.","Tentu masih membekas dalam ingatan kita, wbaha negara kita pernah dilanda gempa bumi, tsunami, dan aktivitas gunung api.",IPS,Transposition Error
Bencana alam yang baru-baru saja terjadi adalah tanah longsor dan banjir.,Bencana alam yang baru-baru saja terjadi adaalh tanah longsor dan banjir.,IPS,Transposition Error
Bencana alam pada umumnya tidak dapat diperkirakan kapan terjadinya.,Bencana alam pada umumnya tidak dapat diprkirakaen kapan terjadinya.,IPS,Transposition Error
Hal ini dikarenakan bencana alam terjadi karena adanya faktor-faktor alam itu sendiri.,Hal ini dikarneakan bencana alam terjadi karena adanya faktor-faktor alam itu sendiri.,IPS,Transposition Error
"Namun demikian, bencana alam juga dapat terjadi karena ulah manusia yang kurang bertanggung jawab dalam memanfaatkan alam.","Namun demikian, bencana alam juga dapat terajdi karena ulah manusia yang kurang bertanggung jawab dalam memanfaatkan alam.",IPS,Transposition Error
Berikut ini akan kita pelajari lebih lanjut berbagai peristiwa alam di indonesia.,Berikut ini akan kita pelajari lebih lanujt berbagai peristiwa alam di indonesia.,IPS,Transposition Error
Peristiwa alam yang terjadi karena faktor alam biasanya tidak dapat diketahui secara pasti kapan akan terjadinya.,Peristiwa mala yang terjadi karena faktor alam biasanya tidak dapat diketahui secara pasti kapan akan terjadinya.,IPS,Transposition Error
"Berbagai peristiwa alam di indonesia yang terjadi karena faktor alam adalah gempa bumi, tsunami, gunung meletus, angin topan, perubahan iklim, serta banjir.","Berbagai peristiwa alam di indonesia yang terajdi karena faktor alam adalah gempa bumi, tsunami, gunung meletus, angin topan, perubahan iklim, serta banjir.",IPS,Transposition Error
Pernahkah kalian merasakan bumi yang kalian injak tiba-tiba bergetar atau terasa bergerak?,Pernahkah kalian merasakan bumi yang kalian ainjk tiba-tiba bergetar atau terasa bergerak?,IPS,Transposition Error
"Jika kalian pernah mengalaminya, kemungkinan yang kalian rasakan adalah gejala gempa bumi.","Jika kalain pernah mengalaminya, kemungkinan yang kalian rasakan adalah gejala gempa bumi.",IPS,Transposition Error
Tahukah kalian apakah gempa bumi itu?,Tahukah kalian apakah geamp bumi itu?,IPS,Transposition Error
Gempa bumi merupakan peristiwa goncangan atau pergerakan lapisan kerak bumi secara tiba-tiba karena adanya tenaga dari dalam bumi.,Gempa bumi merupakan peristiwa goncangan atau pererakgan lapisan kerak bumi secara tiba-tiba karena adanya tenaga dari dalam bumi.,IPS,Transposition Error
Gempa dapat terjadi karena beberapa faktor.,Gempa dapat terjadi kanrea beberapa faktor.,IPS,Transposition Error
"Gempa dapat disebabkan karena adanya tabrakan lempeng bumi, aktivitas gunung api, atau adanya runtuhan gua atau tanah.","Gempa dapat disebabkan karena adanya tabrakan lemepng bumi, aktivitas gunung api, atau adanya runtuhan gua atau tanah.",IPS,Transposition Error
Gempa yang terjadi karena adanya tabrakan antarlempeng disebut gempa tektonik.,Gempa yang terjadi karena adanya tabrakan ntarlempenag disebut gempa tektonik.,IPS,Transposition Error
Gempa bumi yang terjadi sebagai akibat adanya letusan gunung api disebut gempa vulkanik.,Gempa bumi yang terjadi sebagai akibat adayna letusan gunung api disebut gempa vulkanik.,IPS,Transposition Error
Sementara gempa bumi yang terjadi karena adanya runtuhan gua atau tanah disebut gempa terban.,Sementara gempa bumi yang terjadi karena adayna runtuhan gua atau tanah disebut gempa terban.,IPS,Transposition Error
Gempa bumi menyebabkan goncangan atau getaran yang besamya beragam.,Gempa bumi menyebabkan goncangan atau getaran gyan besamya beragam.,IPS,Transposition Error
Ada yang sangat kecil goncangannya sehingga sulit dirasakan sampai pada goncangan yang dahsyat yang dapat menimbulkan kerusakan.,Ada yang sangat kecil goncangannya sehingga isult dirasakan sampai pada goncangan yang dahsyat yang dapat menimbulkan kerusakan.,IPS,Transposition Error
Besar kecilnya kekuatan gempa dapat diukur dengan menggunakan alat pencatat gempa yang disebut seismograf.,Besar kecilnya kekuatan gempa dapat diukur denagn menggunakan alat pencatat gempa yang disebut seismograf.,IPS,Transposition Error
"Ukuran besar kecilnya gempa di dalam permukaan bumi disebut hiposentrum, sedangkan pusat gempa di permukaan bumi disebut episentrum.","Ukuran besar kecilnya gempa di dalam perumkaan bumi disebut hiposentrum, sedangkan pusat gempa di permukaan bumi disebut episentrum.",IPS,Transposition Error
Gempa bumi merupakan gejala alam yang rawan terjadi hampir di seluruh pulau di indonesia.,Gempa bumi merupakan gejala alam yang arwan terjadi hampir di seluruh pulau di indonesia.,IPS,Transposition Error
Tahukah kalian mengapa demikian?,Tahukah kalian menagpa demikian?,IPS,Transposition Error
Hal ini dikarenakan wilayah indonesia secara geologis terletak di antara pertemuan lempeng eurasia dan lempeng indo-australia.,Hal ini dikarenakan wilayah indonesia secara geoolgis terletak di antara pertemuan lempeng eurasia dan lempeng indo-australia.,IPS,Transposition Error
Selain itu negara kita juga memiliki banyak gunung api aktif.,Selain itu negara kita juga memiliki banayk gunung api aktif.,IPS,Transposition Error
Hal tersebut menyebabkan negara kita rawan terjadi gempa bumi tektonik dan gempa bumi vulkanik.,Hal tersebut menyebabkan negara kita rawan terajdi gempa bumi tektonik dan gempa bumi vulkanik.,IPS,Transposition Error
"Gempa bumi termasuk peristiwa alam yang memgikan kehidupan manusia, karena dapat menimbulkan kerusakan di muka bumi.","Gempa bumi termasuk peristiwa alam yang memigkan kehidupan manusia, karena dapat menimbulkan kerusakan di muka bumi.",IPS,Transposition Error
Masih ingatkah kalian gempa bumi yang melanda negara kita?,Masih ingatkah kalian gempa bumi yang melnada negara kita?,IPS,Transposition Error
Gempa bumi tercatat telah beberapa kali melanda negara indonesia.,Gempa bumi tercatat telah beberapa kali melnada negara indonesia.,IPS,Transposition Error
"Beberapa di antaranya yang masih membekas dalam ingatan kita adalah gempa bumi yang terjadi di nanggroe aceh darussalam dan sumatra utara (desember 2004) dengan kekuatan mencapai 9,0 skala richter.","Beberapa di antaranya yang masih membekas adlam ingatan kita adalah gempa bumi yang terjadi di nanggroe aceh darussalam dan sumatra utara (desember 2004) dengan kekuatan mencapai 9,0 skala richter.",IPS,Transposition Error
"Gempa tersebut menyebabkan bencana tsunami dan meluluhlantakkan wilayah nanggroe aceh darussalam, sumatra utara, bahkan negara tetangga.","Gempa tersebut menyebabkan bencana tsunami dan melluhlantakukan wilayah nanggroe aceh darussalam, sumatra utara, bahkan negara tetangga.",IPS,Transposition Error
Korban jiwa mencapai kurang lebih 100.000 orang.,Nkorba jiwa mencapai kurang lebih 100.000 orang.,IPS,Transposition Error
Selain itu gempa bumi juga terjadi di daerah yogyakarta dan jawa tengah (mei 2006).,Selain itu gempa bumi juga terjaid di daerah yogyakarta dan jawa tengah (mei 2006).,IPS,Transposition Error
"Kekuatan gempa mencapai 5,9 skala richter.","Kekuatan gempa mencapai 5,9 skala ricther.",IPS,Transposition Error
Korban jiwa mencapai 3.000 orang lebih.,Korban jiwa mencapai 3.000 orang ilebh.,IPS,Transposition Error
"Masih adakah peristiwa gempa bumi yang terjadi di negara kita, selain beberapa contoh tersebut?","Masih adakah peristiwa gempa bumi yang terajdi di negara kita, selain beberapa contoh tersebut?",IPS,Transposition Error
Coba kalian sebutkan!,Coba kalian sebtukan!,IPS,Transposition Error
Tahukah kalian apakah tsunami itu?,Tahukah kalian apakah tsaunmi itu?,IPS,Transposition Error
"Tsunami berasal dari bahasa jepang tsu? yang berarti pelabuhan, dan nami berarti gelombang.","Tsunami berasal dari bahasa jepang tsu? gyan berarti pelabuhan, dan nami berarti gelombang.",IPS,Transposition Error
Dengan demikian secara bahasa tsunami dapat diartikan sebagai gelombang pasang laut yang besar di pelabuhan.,Dengan demikian secara bahasa tsunami dapat diatrikan sebagai gelombang pasang laut yang besar di pelabuhan.,IPS,Transposition Error
Adapun pengertian tsunami secara umum adalah gelombang laut dengan kecepatan tinggi yang ditimbulkan oleh adanya gangguan yang bersifat tiba-tiba dari dasar laut.,Adapun pengertian tsunami secara umum adalah gelmobang laut dengan kecepatan tinggi yang ditimbulkan oleh adanya gangguan yang bersifat tiba-tiba dari dasar laut.,IPS,Transposition Error
"Gangguan tersebut dapat berupa gempa bumi tektonik, letusan gunung api, dan longsoran tanah yang terjadi di dasar laut.","Gangguan tersebut dapat berupa gempa bumi ektotnik, letusan gunung api, dan longsoran tanah yang terjadi di dasar laut.",IPS,Transposition Error
"Di indonesia, sebagian besar gejala alam tsunami terjadi karena adanya gempa bumi di dasar laut.","Di indonesia, sebagian besar gejala alam tsuanmi terjadi karena adanya gempa bumi di dasar laut.",IPS,Transposition Error
"Akan tetapi, tidak semua gempa menimbulkan tsunami atau sebaliknya, tidak semua tsunami disebabkan oleh gempa.","Akan tetapi, tidak semua gempa menimbulkan tsuanmi atau sebaliknya, tidak semua tsunami disebabkan oleh gempa.",IPS,Transposition Error
Tsunami yang terjadi di indonesia sebagian besar disebabkan oleh gempa dangkal dengan kedalaman kurang dari 60 km dan kekuatan di atas 6 skala richter.,Tsunami yang terjadi di indonesia sebagian abesr disebabkan oleh gempa dangkal dengan kedalaman kurang dari 60 km dan kekuatan di atas 6 skala richter.,IPS,Transposition Error
Gelombang tinggi muncul karena terjadi perubahan bentuk dasar laut yang mendadak.,Gelombang tinggi muncul karena terjadi perubahan benutk dasar laut yang mendadak.,IPS,Transposition Error
"Akibatnya, air laut masuk mengisi ruang yang baru terbentuk.","Akibatnya, air laut masuk mengisi ruang gyan baru terbentuk.",IPS,Transposition Error
Itu sebabnya mengapa gejala awal tsunami adalah air surut tiba-tiba dan kemudian diikuti dengan munculnya gelombang sangat besar saat air laut mencari keseimbangan baru.,Itu sebabnya mengapa gejala awal tsunami adaalh air surut tiba-tiba dan kemudian diikuti dengan munculnya gelombang sangat besar saat air laut mencari keseimbangan baru.,IPS,Transposition Error
Kecepatan tsunami yang naik ke daratan biasanya berkurang menjadi 25-100 km/jam.,Kecepatan tsunami yang naik ke daratan biaasnya berkurang menjadi 25-100 km/jam.,IPS,Transposition Error
Tsunami dengan gelombang tertinggi yang pernah tercatat adalah gelombang tsunami akibat letusan gunung krakatau (1883) setinggi 42 meter.,Tsunami dengan gelombang tertinggi yang pernah teractat adalah gelombang tsunami akibat letusan gunung krakatau (1883) setinggi 42 meter.,IPS,Transposition Error
"Gelombang besar tersebut yang mengakibatkan kerusakan dan kehancuran di permukaan bumi, menimbulkan korban jiwa dan kerugian harta benda.","Gelombang besar tersebut yang mengakibatkan kerusakan dan kehancuran id permukaan bumi, menimbulkan korban jiwa dan kerugian harta benda.",IPS,Transposition Error
Masih ingatkah kalian tsunami yang melanda nanggroe aceh darussalam?,Masih ingatkah kalian tsunami yang melanda nanggroe aceh drussaalam?,IPS,Transposition Error
Bagaimanakah kondisi aceh setelah diterjang tsunami?,Bagaimanakah kondisi aceh selteah diterjang tsunami?,IPS,Transposition Error
Masih ingatkah kalian gelombang tsunami yang melanda negara kita?,Masih ingatkah kalian gelombang tsunami yang melnada negara kita?,IPS,Transposition Error
Manakah daerah di indonesia yang pernah dilanda tsunami?,Manakah daerah di indonesia yang pernah dilnada tsunami?,IPS,Transposition Error
Agar kalian dapat mengetahui daerah-daerah yang pernah dilanda tsunami kalian dapat menyimak peta lokasi tsunami di indonesia pada gambar 4.5.,Agar kalian dapat mengetahui daerah-daerah yang peranh dilanda tsunami kalian dapat menyimak peta lokasi tsunami di indonesia pada gambar 4.5.,IPS,Transposition Error
Dari peta tersebut dapat disimpulkan bahwa negara kita rawan terjadi bencana tsunami.,Dari peta tersebut dapat disimpulkan bahwa negraa kita rawan terjadi bencana tsunami.,IPS,Transposition Error
"Tahukah kalian, mengapa demikian?","Tahukah kalian, menagpa demikian?",IPS,Transposition Error
Hal tersebut dikarenakan indonesia adalah negara kepulauan sekaligus merupakan daerah pertemuan tiga lempeng besar yang aktif.,Hal tersebut dikarenakan indonesia adalah negara kepluauan sekaligus merupakan daerah pertemuan tiga lempeng besar yang aktif.,IPS,Transposition Error
"Ketiga lempeng tersebut adalah lempeng pasifik, lempeng indo-australia, dan lempeng eurasia.","Ketiga lemepng tersebut adalah lempeng pasifik, lempeng indo-australia, dan lempeng eurasia.",IPS,Transposition Error
Kondisi tersebut menyebabkan wilayah indonesia sangat labil sehingga rawan terjadi peristiwa gempa bumi dan tsunami.,Kondisi tersebut menyebabkan wilayah indonesia sangat ilabl sehingga rawan terjadi peristiwa gempa bumi dan tsunami.,IPS,Transposition Error
"Gunung meletus adalah aktivitas gunung api yang mengeluarkan material berupa bahan padat, cair, dan gas yang ada di dalam perut bumi ke permukaan bumi.","Gunung meletus adalah aktivitas gunung api gyan mengeluarkan material berupa bahan padat, cair, dan gas yang ada di dalam perut bumi ke permukaan bumi.",IPS,Transposition Error
Gunung meletus umumnya dapat terjadi pada gunung api yang masih aktif.,Gunung meletus umumnya dapat terjadi pada gnunug api yang masih aktif.,IPS,Transposition Error
Tahukah kalian apa gunung api itu?,Athukah kalian apa gunung api itu?,IPS,Transposition Error
"Istilah gunung api digunakan untuk menyebut setiap lubang dalam kerak bumi yang dilalui batuan cair, gas, dan pecahan-pecahan batuan saat meletus.","Istilah gunung api digunakan untuk menyebut setaip lubang dalam kerak bumi yang dilalui batuan cair, gas, dan pecahan-pecahan batuan saat meletus.",IPS,Transposition Error
Istilah gunung api juga digunakan untuk menyebut bentuk-bentuk tanah yang secara perlahan meninggi saat material-material masih diendapkan pada permukaan setelah beberapa letusan.,Istilah gunung api juga digunakan untuk meneybut bentuk-bentuk tanah yang secara perlahan meninggi saat material-material masih diendapkan pada permukaan setelah beberapa letusan.,IPS,Transposition Error
Adapun gunung api aktif adalah gunung api yang masih menunjukkan aktivitas vulkanik.,Adapun gunung api aktif adalah gunung api yang asmih menunjukkan aktivitas vulkanik.,IPS,Transposition Error
"Aktivitas vulkanik tersebut dapat berupa semburan awan panas, mengeluarkan api, dan sebagainya.","Aktivitas vulkanik tersebut dapat berupa semburan nawa panas, mengeluarkan api, dan sebagainya.",IPS,Transposition Error
Sementara itu gunung yang sudah tidak menunjukkan aktivitasnya disebut gunung mati.,Sementara itu gunung yang sudah tidak mennjukukan aktivitasnya disebut gunung mati.,IPS,Transposition Error
Letusan gunung api terjadi ketika magma keluar dari perut bumi ke permukaan bumi.,Letusan gunung api terjadi ketika magma kelaur dari perut bumi ke permukaan bumi.,IPS,Transposition Error
Adapun magma adalah campuran batuan dan berbagai campuran mineral yang bersifat cair dan sangat panas.,Adapun magma adalah campuran batuan dan erbabgai campuran mineral yang bersifat cair dan sangat panas.,IPS,Transposition Error
"Saat terjadi gunung meletus banyak bahan-bahan dan material yang keluar dari gunung api yang bersifat gas, cair, dan padat.","Saat terjadi gunung meletus banyak bahan-bahan dan material ygan keluar dari gunung api yang bersifat gas, cair, dan padat.",IPS,Transposition Error
"Bahan yang berbentuk gas terdiri atas gas karbon dioksida, gas belerang, dan gas asam arang.","Bahan yang berbentuk gas terdiri atas gas karbon dioksaid, gas belerang, dan gas asam arang.",IPS,Transposition Error
Bahan cair yang dikeluarkan saat letusan gunung api berupa lava dan lahar.,Bahan cair yang dikeluarkan saat letusan gnunug api berupa lava dan lahar.,IPS,Transposition Error
Lava adalah magma serta segala benda yang sudah mencair yang dimuntahkan oleh gunung api dan sampai di permukaan bumi.,Lava adalah magma serta segala benda gyan sudah mencair yang dimuntahkan oleh gunung api dan sampai di permukaan bumi.,IPS,Transposition Error
"Sementara lahar adalah debu vulkanik yang bercampur dengan air, baik air dari hujan atau air danau kawah yang mengalir dari puncak gunung menuju lereng gunung.","Sementara lahar adalah debu vulkanik yang beracmpur dengan air, baik air dari hujan atau air danau kawah yang mengalir dari puncak gunung menuju lereng gunung.",IPS,Transposition Error
"Selain itu letusan gunung juga mengeluarkan bahan padat yang berupa bom (bongkahan batu besar), lapili (batuan kecil atau kerikil), dan abu vulkanis.","Selain itu letusan gunung juga mengeluarkan abhan padat yang berupa bom (bongkahan batu besar), lapili (batuan kecil atau kerikil), dan abu vulkanis.",IPS,Transposition Error
Secara umum letusan gunung api tetap membawa bencana bagi kehidupan.,Secara umum letusan gunung api tetap memabwa bencana bagi kehidupan.,IPS,Transposition Error
Bahan-bahan yang dikeluarkan saat gunung meletus bersifat merusak dan membahayakan keselamatan makhluk hidup.,Bahan-bahan yang dikeluarkan saat gunung meletus berisfat merusak dan membahayakan keselamatan makhluk hidup.,IPS,Transposition Error
"Namun di pihak lain, debu, lava, dan lumpur yang keluar dari letusan gunung api dapat menyuburkan tanah di sekitarnya.","Namun di pihak lain, debu, lava, dan lumpur ygan keluar dari letusan gunung api dapat menyuburkan tanah di sekitarnya.",IPS,Transposition Error
Di indonesia tercatat sudah beberapa kali terjadi letusan gunung api.,Di indonesia tercatat sudah beberapa kali terajdi letusan gunung api.,IPS,Transposition Error
"Indonesia memiliki kurang lebih 129 gunung api, 70 di antaranya tercatat pernah meletus dalam rentang sejarah sejak tahun 1600.","Indonesia memiliki kurang lebih 129 gunung api, 70 id antaranya tercatat pernah meletus dalam rentang sejarah sejak tahun 1600.",IPS,Transposition Error
Coba cari tahu gunung apa saja yang sudah pernah meletus?,Coba cari tahu gunung apa saja gyan sudah pernah meletus?,IPS,Transposition Error
"Di antara beberapa letusan gunung api yang pernah terjadi di indonesia, letusan terdahsyat terjadi pada gunung krakatau pada tahun 1883.","Di antara beberapa letusan gunung api gyan pernah terjadi di indonesia, letusan terdahsyat terjadi pada gunung krakatau pada tahun 1883.",IPS,Transposition Error
Letusan tersebut menghancurkan tiga perempat pulau gunung api ini.,Letusan tersebut menghancurkan tiga perempat pulau gnunug api ini.,IPS,Transposition Error
"Bahkan, letusannya terasa hingga ke brisbane, australia.","Bahkan, letusannya terasa hingga ke brisbane, ausrtalia.",IPS,Transposition Error
Hujan abu vulkaniknya sampai ke madagaskar.,Hujan abu vulkaniknya smapai ke madagaskar.,IPS,Transposition Error
Letusan itu memicu tsunami yang merenggut kurang lebih 36.000 jiwa.,Letusan itu memicu tsunami yang merenggut kurnag lebih 36.000 jiwa.,IPS,Transposition Error
Angin topan adalah pusaran angin kencang dengan kecepatan angin 120 km/jam atau lebih.,Angin topan adalah pusaran angin kencang denagn kecepatan angin 120 km/jam atau lebih.,IPS,Transposition Error
"Angin topan sering terjadi di wilayah tropis di antara garis balik utara dan selatan, kecuali di daerah-daerah yang sangat berdekatan dengan khatulistiwa.","Angin topan sering terjadi di wilayah troips di antara garis balik utara dan selatan, kecuali di daerah-daerah yang sangat berdekatan dengan khatulistiwa.",IPS,Transposition Error
Tahukah kalian bagaimanakah angin topan bisa terjadi?,Tahukah kalian bagaimanakah angin topan bisa terajdi?,IPS,Transposition Error
Angin topan terjadi karena adanya perbedaan tekanan udara yang sangat besar.,Angin topan terjadi karena adanya perbedaan teknaan udara yang sangat besar.,IPS,Transposition Error
"Kekuatan dan kecepatan angin tergantung pada perbedaan tekanan antara dua daerah, dan jarak antara kedua daerah tersebut.","Kekuatan dan kecepatan angin tergantung pada perebdaan tekanan antara dua daerah, dan jarak antara kedua daerah tersebut.",IPS,Transposition Error
"Jika pusat yang bertekanan tinggi dekat dengan pusat yang bertekanan rendah, perbedaan tekanan antara dua daerah akan lebih besar dan udara bergerak lebih cepat.","Jika pusat yang bertekanan tinggi dekat denagn pusat yang bertekanan rendah, perbedaan tekanan antara dua daerah akan lebih besar dan udara bergerak lebih cepat.",IPS,Transposition Error
"Semakin besar perbedaan tekanan, semakin cepat udara akan bergerak dan semakin kuat angin yang berembus.","Semakin besar perbedaan tekanan, semakin cepat rudaa akan bergerak dan semakin kuat angin yang berembus.",IPS,Transposition Error
"Demikian juga semakin dekat dua daerah yang mempunyai tekanan berbeda, semakin cepat angin bertiup di antara daerah-daerah itu.","Demikian juga semakin dekat dua daerah gyan mempunyai tekanan berbeda, semakin cepat angin bertiup di antara daerah-daerah itu.",IPS,Transposition Error
Angin topan yang berembus dengan kecepatan sangat tinggi dapat mengakibatkan kerusakan.,Angin topan yang berembus dengan kecepatan sanagt tinggi dapat mengakibatkan kerusakan.,IPS,Transposition Error
"Kerusakan yang ditimbulkan angin topan di antaranya adalah dapat merobohkan bangunan, merusak sarana dan prasarana, menumbangkan pohon atau dapat menerbangkan benda-benda yang dilaluinya.","Kerusakan yang ditimbulkan angin topan di ntaraanya adalah dapat merobohkan bangunan, merusak sarana dan prasarana, menumbangkan pohon atau dapat menerbangkan benda-benda yang dilaluinya.",IPS,Transposition Error
"Pada daerah pantai, angin topan mengangkat air laut sehingga timbul gelombang besar.","Pada daerah pantai, angin topan mengangkat air laut sehinagg timbul gelombang besar.",IPS,Transposition Error
Daratan bisa tergenang air laut sampai 15 m atau lebih.,Daratan bisa tergenang air laut sampai 51 m atau lebih.,IPS,Transposition Error
Angin topan dapat mengganggu pelayaran dan bahkan dapat menenggelamkan kapal-kapal kecil.,Angin topan dapat mengganggu pelayaran dan bahakn dapat menenggelamkan kapal-kapal kecil.,IPS,Transposition Error
"Selain angin topan, ada juga yang disebut angin jatuh atau angin fohn.","Selain angin topan, ada juga yang disbeut angin jatuh atau angin fohn.",IPS,Transposition Error
"Angin jatuh adalah angin yang berembus ke atas puncak pegunungan dengan suhu yang terus berkurang, kemudian berembus turun sepanjang lereng gunung dengan suhu kembali naik dengan kelembapan yang rendah.","Angin jatuh adalah angin yang berembus ek atas puncak pegunungan dengan suhu yang terus berkurang, kemudian berembus turun sepanjang lereng gunung dengan suhu kembali naik dengan kelembapan yang rendah.",IPS,Transposition Error
Dengan demikian angin yang turun bersifat panas dan kering yang disebut angin jatuh.,Dengan demikian angin yang turun bersifat apnas dan kering yang disebut angin jatuh.,IPS,Transposition Error
Angin jatuh tersebut bersifat merugikan karena umumnya dapat merusak tanaman.,Angin jatuh tersebut bersifat merugikan karena uumnmya dapat merusak tanaman.,IPS,Transposition Error
Angin fohn atau angin jatuh di tiap-tiap daerah memiliki nama yang berbeda-beda.,Angin fohn atau angin jatuh di tia-ptiap daerah memiliki nama yang berbeda-beda.,IPS,Transposition Error
"Beberapa angin fohn di indonesia antara lain adalah angin gending di probolinggo, angin kumbang di brebes (jawa tengah), angin brubu di makassar, angin wambrau di biak (papua), dan angin bahorok yang bertiup di daerah deli (sumatra utara).","Beberapa anign fohn di indonesia antara lain adalah angin gending di probolinggo, angin kumbang di brebes (jawa tengah), angin brubu di makassar, angin wambrau di biak (papua), dan angin bahorok yang bertiup di daerah deli (sumatra utara).",IPS,Transposition Error
Iklim merupakan suatu bentuk gejala alam yang dapat dimanfaatkan oleh manusia.,Iklim merupakan suatu bentuk gejala alam gyan dapat dimanfaatkan oleh manusia.,IPS,Transposition Error
Iklim adalah keadaan rata-rata cuaca dari suatu wilayah yang sangat luas dan dalam jangka waktu yang lama.,Iklim adalah keadaan rata-rata cuaca dari tsuau wilayah yang sangat luas dan dalam jangka waktu yang lama.,IPS,Transposition Error
Keadaan iklim suatu negara ditentukan oleh letak lintangnya.,Keadaan iklim suatu negara ditentukan oleh aletk lintangnya.,IPS,Transposition Error
"Berdasarkan letak lintangnya, secara astronomis indonesia terletak antara 6° lu -11° ls dan antara 95° bt-141° bt.","Berdasarkan letak lintangnya, secara astronomis indonesia tereltak antara 6° lu -11° ls dan antara 95° bt-141° bt.",IPS,Transposition Error
Dengan demikian dapat disimpulkan wilayah indonesia beriklim tropis.,Dengan demikian dapat disimpulkan wilayah indonesia berkilim tropis.,IPS,Transposition Error
Salah satu ciri dari iklim tropis adalah memiliki dua musim yaitu musim penghujan dan musim kemarau.,Salah satu ciri dari iklim tropis adaalh memiliki dua musim yaitu musim penghujan dan musim kemarau.,IPS,Transposition Error
Musim hujan di indonesia pada umumnya berlangsung dari bulan oktober sampai maret.,Musim hujan di indonesia pada umumnya berangslung dari bulan oktober sampai maret.,IPS,Transposition Error
"Pada bulan ini kedudukan matahari banyak berada di belahan bumi selatan (benua australia), sehingga wilayah selatan akan mengalami pemanasan yang maksimal.","Pada bulan ini kedudukan matahari banyak berdaa di belahan bumi selatan (benua australia), sehingga wilayah selatan akan mengalami pemanasan yang maksimal.",IPS,Transposition Error
Hal ini menyebabkan benua australia memiliki tekanan udara minimum.,Hal ini menyebabkan benua australia memiliki teknaan udara minimum.,IPS,Transposition Error
Sementara di belahan bumi utara (benua asia) yang mendapatkan panas yang sedikit memiliki tekanan udara maksimum.,Sementara di belahan bumi utara (benua asia) yang mendapkatan panas yang sedikit memiliki tekanan udara maksimum.,IPS,Transposition Error
"Kondisi demikian, menyebabkan angin bertiup dari benua asia menuju benua australia melalui samudra pasifik.","Kondisi demikian, menyebabkan angin bertiup dari ubena asia menuju benua australia melalui samudra pasifik.",IPS,Transposition Error
Angin ini disebut angin muson barat laut.,Angin ini disebut angin muson barat tlau.,IPS,Transposition Error
"Angin muson barat laut bersifat lembap karena membawa uap air yang banyak dari samudra pasifik, sehingga menyebabkan terjadinya hujan di wilayah indonesia.","Angin muson barat laut bersifat lembap karnea membawa uap air yang banyak dari samudra pasifik, sehingga menyebabkan terjadinya hujan di wilayah indonesia.",IPS,Transposition Error
Sementara itu musim kemarau di indonesia pada umumnya berlangsung pada bulan april sampai september.,Sementara itu musim kemarau di indonesia apda umumnya berlangsung pada bulan april sampai september.,IPS,Transposition Error
"Pada bulan ini kedudukan matahari lebih banyak berada di wilayah belahan bumi utara (benua asia), sehingga kawasan benua asia mengalami pemanasan yang maksimal.","Pada bulan ini kedudukan matahari lebih banayk berada di wilayah belahan bumi utara (benua asia), sehingga kawasan benua asia mengalami pemanasan yang maksimal.",IPS,Transposition Error
Hal ini menyebabkan kawasan benua asia memiliki tekanan udara minimum.,Hal ini menyebabkan kawasan benua asia memliiki tekanan udara minimum.,IPS,Transposition Error
Sementara belahan bumi selatan (benua australia) yang mendapat panas matahari yang sedikit memiliki tekanan udara maksimum.,Sementara belahan bumi selatan (benua australia) gyan mendapat panas matahari yang sedikit memiliki tekanan udara maksimum.,IPS,Transposition Error
Akibatnya angin bertiup dari benua australia menuju benua asia.,Akibatnya angin bertiup dari benua australia menjuu benua asia.,IPS,Transposition Error
Angin ini disebut angin muson tenggara.,Angin ini disebut agnin muson tenggara.,IPS,Transposition Error
