kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Di halaman candi prambanan setiap terang bulan purnama ada pementasan sendratari ramayana.,Di halaman candi prambanan setiap terang bulatn purnama ada pementasan sendratari ramayana.,IPS,Insertion Error
Candi prambanan dibangun untuk tempat pemujaan terhadap dewa-dewa.,Candi prambanan dibangun untuk tempat pemujaan terhadatp dewa-dewa.,IPS,Insertion Error
"Di bangkuriang riau terdapat candi muara takus, dan di padang sidempuan sumatera utara terdapat candi biara bahal.","Di bangkuriang riau terdapat candi muara takuts, dan di padang sidempuan sumatera utara terdapat candi biara bahal.",IPS,Insertion Error
"Keduanya adalah candi agama buddha, merupakan bangunan suci peninggalan kerajaan sriwijaya.","Keduanya adalah candi agama buddha, merupakan bangunatn suci peninggalan kerajaan sriwijaya.",IPS,Insertion Error
Lakukan pengamatan dan catatlah hal penting!,Lakukan pengamatan dan catatlaoh hal penting!,IPS,Insertion Error
Kunjungilah musium di dekat tempat tinggalmu.,Kunjungilah musium di deokat tempat tinggalmu.,IPS,Insertion Error
Buatlah daftar jenis peninggalan sejarah yang terdapat di daerahmu!,Buatlah daftar jenis peninggalan sejarah yang terdapatt di daerahmu!,IPS,Insertion Error
Kunjungilah tempat peninggalan sejarah di daerah kalian.,Kunjungilah tempat peninggalan sejarah di daerah kalitan.,IPS,Insertion Error
"Tanyakan hal-hal penting kepada petugas, misalnya kapan benda peninggalan sejarah itu dibuat, apa manfaat benda tersebut, dan sebagainya.","Tanyakan hal-hal penting kepada petugas, misalnya kapatn benda peninggalan sejarah itu dibuat, apa manfaat benda tersebut, dan sebagainya.",IPS,Insertion Error
Hasilnya ceritakan kepada teman kalian di depan kelas!,Hasilnya ceritakan kepada teman kalian di depatn kelas!,IPS,Insertion Error
Peninggalan sejarah seperti candi memiliki ciri yang berbeda antara di tempat satu dengan tempat yang lain.,Peninggalan sejarah seperti candi memiliki ciri yangt berbeda antara di tempat satu dengan tempat yang lain.,IPS,Insertion Error
Contohnya antara lain sebagai berikut.,Contohnya antara lain seobagai berikut.,IPS,Insertion Error
"Candi-candi di jawa timur pada umumnya adalah candi hindu, bentuknya cenderung langsing.","Candi-candi di jawa timur pada umumnya adaltah candi hindu, bentuknya cenderung langsing.",IPS,Insertion Error
Fungsinya sebagai pemakaman dan pemujaan dewa.,Fungsinya sebagai pemakaman daon pemujaan dewa.,IPS,Insertion Error
"Candi-candi di jawa tengah pada umumnya adalah candi buddha, bentuknya cenderung tambun.","Candi-candi di jawa tengah pada umumnya adaltah candi buddha, bentuknya cenderung tambun.",IPS,Insertion Error
Berfungsi sebagai tempat ibadah.,Berfungsi sebagai temptat ibadah.,IPS,Insertion Error
Carilah informasi melalui pengamatan!,Carilah informasi melatlui pengamatan!,IPS,Insertion Error
Di daerah kalian tentu terdapat peninggalan sejarah.,Di daerah kalian tentu terdapat peninggalan sejatrah.,IPS,Insertion Error
Amati dan tulislah ciri-ciri peninggalan sejarah itu pada buku tugas kalian!,Amati dan tulislah ciri-ciri peninggalan sejarah titu pada buku tugas kalian!,IPS,Insertion Error
Kita harus tetap menjaga dan melestarikan peninggalan sejarah agar tidak punah.,Kita harus tetap menjaga dan melestarikan peninggalatn sejarah agar tidak punah.,IPS,Insertion Error
"Jika kebudayaan itu dibiarkan punah, kita tidak akan memiliki bukti-bukti tentang kebesaran bangsa indonesia.","Jika kebudayaan itu dibiarkan punah, kita tidatk akan memiliki bukti-bukti tentang kebesaran bangsa indonesia.",IPS,Insertion Error
Cara menjaga kelestarian peninggalan sejarah sebagai budaya bangsa dapat dilakukan antara lain sebagai berikut.,Cara menjaga kelestarian peninggalan sejarah sebagai budatya bangsa dapat dilakukan antara lain sebagai berikut.,IPS,Insertion Error
Menjaga keutuhan benda-benda peninggalan sejarah.,Menjaga keutuhan benda-benda peninggalaon sejarah.,IPS,Insertion Error
Tidak mencorat-coret dan membuat kotor benda-benda peninggalan sejarah.,Tidak mencorat-coret dan membuat kotor benda-benda peninggalatn sejarah.,IPS,Insertion Error
Tidak mengambil dan memperjualbelikan benda-benda peninggalan sejarah sebagai barang antik.,Tidak mengambil dan memperjualbelikan benda-benda peninggalan sejatrah sebagai barang antik.,IPS,Insertion Error
Melakukan pemugaran dengan tidak meninggalkan bentuk aslinya.,Melakukan pemugaran dengan tidak meninggalkan bentuk aslitnya.,IPS,Insertion Error
"Dalam rangka menjaga, melindungi, dan melestarikan benda-benda sejarah dan purbakala, pemerintah menerbitkan undang-undang republik indonesia nomor 5 tahun 1992 tentang benda cagar budaya dan penjelasannya.","Dalam rangka menjaga, melindungi, dan melestarikan benda-bendta sejarah dan purbakala, pemerintah menerbitkan undang-undang republik indonesia nomor 5 tahun 1992 tentang benda cagar budaya dan penjelasannya.",IPS,Insertion Error
"Dengan bantuan dari unesco, pemerintah telah melakukan beberapa kali pemugaran terhadap candi prambanan dan candi borobudur.","Dengan bantuan dari unesco, pemerintah telah melakuktan beberapa kali pemugaran terhadap candi prambanan dan candi borobudur.",IPS,Insertion Error
Upaya untuk menjaga kelestarian peninggalan sejarah yang ada di indonesia sudah dilaksanakan.,Upaya untuk menjaga kelestarian peninggalan sejarah yangt ada di indonesia sudah dilaksanakan.,IPS,Insertion Error
"Peninggalan sejarah itu tidak hanya digunakan pada saat ini saja, akan tetapi juga untuk saat yang akan datang.","Peninggalan sejarah itu tidak hanya digunakan padat saat ini saja, akan tetapi juga untuk saat yang akan datang.",IPS,Insertion Error
Kunjungilah museum yang terdekat dengan tempat tinggal kalian.,Kunjungilah museum yang terdekat dengan tempat tingtgal kalian.,IPS,Insertion Error
"Tanyakan kepada petugas, bagaimana cara merawat benda-benda di musium tersebut, dan apa manfaat merawat benda-benda tersebut.","Tanyakan kepada petugas, bagaimana cara merawat benda-bendta di musium tersebut, dan apa manfaat merawat benda-benda tersebut.",IPS,Insertion Error
Kita mengunjungi musium melihat benda-benda peninggalan sejarah.,Kita mengunjungi musium melihat benda-benda peninggalan sejatrah.,IPS,Insertion Error
Kelestarian peninggalan sejarah menjadi tanggung jawab kita semua.,Kelestarian peninggalan sejarah menjadi tanggung jawab kitat semua.,IPS,Insertion Error
Kita tidak boleh memotret di tempat pariwisata.,Kita tidak boleh memotret di tempat pariwisatat.,IPS,Insertion Error
Halaman candi prambanan sebaiknya untuk lapangan bola voli.,Halaman candi prambanan sebaiknya untuk lapangan bolat voli.,IPS,Insertion Error
Saya akan menyimpan benda kuno yangsaya temukan.,Saya akan menyimpan benda kuno yangsaya temutkan.,IPS,Insertion Error
Bangunan peninggalan sejarah sudah usang hendaknya dibongkar saja.,Bangunan peninggalan sejarah sudah usang hendaknya dibongktar saja.,IPS,Insertion Error
Prasasti peninggalan sejarah diganti yang baru.,Prasasti peninggalan sejarah dioganti yang baru.,IPS,Insertion Error
Saya sangat ingin mengetahui cerita asal usul kota saya.,Saya sangat ingin mengetahui cerita asal usult kota saya.,IPS,Insertion Error
Menempelkan brosur dan iklan di dinding benteng.,Menempelkan brosur dan iklan di dinding bentteng.,IPS,Insertion Error
Pencuri arca kuno diberi hukuman yang setimpal.,Pencuri arca kuno diberi hukuman yang setimpatl.,IPS,Insertion Error
"Bentuk peninggalan sejarah berupa bangunan, tulisan atau karya sastra dan peralatan.","Bentuk peninggalan sejarah berupa bangunan, tulisan ataut karya sastra dan peralatan.",IPS,Insertion Error
Asal-usul nama suatu tempat pada umumnya mengandung mitos.,Asal-usul nama suatu tempat pada umumnya mengandungt mitos.,IPS,Insertion Error
"Jenis peninggalan sejarah, antara lain prasasti, candi, kitab, istana, monumen, tempat ibadah, makam, dan benteng.","Jenis peninggalan sejarah, antara lain prasasti, candti, kitab, istana, monumen, tempat ibadah, makam, dan benteng.",IPS,Insertion Error
Cerita peninggalan sejarah yang paling sering tentang keberadaan candi.,Cerita peninggalan sejarah yang paling sering tenttang keberadaan candi.,IPS,Insertion Error
"Ciri-ciri candi di jawa timur cenderung langsing, di jawa tengah cenderung tambun.","Ciri-ciri candi di jawa timur cenderung langsintg, di jawa tengah cenderung tambun.",IPS,Insertion Error
Cara menjaga kelestarian peninggalan sejarah dilakukan bersama oleh masyarakat dan pemerintah serta dibantu unesco.,Cara menjaga kelestarian peninggalan sejarah dilakukan berstama oleh masyarakat dan pemerintah serta dibantu unesco.,IPS,Insertion Error
Manfaat menjaga kelestarian peninggalan sejarah antara lain untuk objek wisata dan penelitian.,Manfaat menjaga kelestarian peninggalan sejarah antara laint untuk objek wisata dan penelitian.,IPS,Insertion Error
Benda-benda peninggalan sejarah di indonesia sangat beragam.,Benda-benda peninggalan sejarah di indonesia sangat beratgam.,IPS,Insertion Error
Masing-masing memiliki ciri yang berlainan.,Masing-masing memiliki ciri yaong berlainan.,IPS,Insertion Error
"Semuanya wajib kita jaga kelestariannya, agar bisa dimanfaatkan sampai generasi yang akan datang.","Semuanya wajib kita jaga kelestariannya, agar bisat dimanfaatkan sampai generasi yang akan datang.",IPS,Insertion Error
Sebutkan benda peninggalan sejarah di daerah provinsi tempat tinggalmu!,Sebutkan benda peninggalan sejarah di daerah provinsti tempat tinggalmu!,IPS,Insertion Error
Bagaimana ciri-ciri benda peninggalan sejarah tersebut!,Bagaimana ciri-ciri benda peninggalaon sejarah tersebut!,IPS,Insertion Error
Bersediakah kamu ikut menjaga kelestarian peninggalan sejarah?,Bersediakah kamu ikut menjaga kelestarian peninggalan sejatrah?,IPS,Insertion Error
Kalau bersedia jelaskan caranya!,Kalau bersedia jelaskatn caranya!,IPS,Insertion Error
Dapatkah kamu menjawab?,Dapatkah kamu menjawatb?,IPS,Insertion Error
"Kalau tidak bisa, bacalah kembali bab ini.","Kalau tidak bisa, bacalah kembali bab tini.",IPS,Insertion Error
Atau diskusikan bersama temanmu dan minta bimbingan guru.,Atau diskusikan bersama temanmu dan minta bimbingtan guru.,IPS,Insertion Error
Apakah maksudnya pemerintah membangun monumen?,Apakah maksudnya pemerintah membangoun monumen?,IPS,Insertion Error
Jelaskan perbedaan ciri-ciri candi di jawa tengah dan jawa timur!,Jelaskan perbedaan ciri-ciri candi di jawa tengtah dan jawa timur!,IPS,Insertion Error
Berilah contoh peninggalan sejarah yang terdapat di yogyakarta!,Berilah contoh peninggalan sejarah yang terdapat tdi yogyakarta!,IPS,Insertion Error
Bagaimanakah cara menjaga kelestarian benda-benda peninggalan sejarah?,Bagaimanakah cara menjaga kelestarian benda-benda peninggalan sejatrah?,IPS,Insertion Error
Sebutkan manfaat yang didapat dari menjaga kelestarian benda-benda peninggalan sejarah!,Sebutkan manfaat yang didapat dari menjaga kelestariatn benda-benda peninggalan sejarah!,IPS,Insertion Error
Perjuangan pahlawan membela tanah air.,Perjuangan pahlawan membela taonah air.,IPS,Insertion Error
Kemerdekaan bangsa indonesia diperoleh berkat perjuangan para pahlawan.,Kemerdekaan bangsa indonesia diperoleh berkat perjuangan parat pahlawan.,IPS,Insertion Error
"Mereka rela berkorban harta, pikiran, jiwa, dan raga demi bangsanya.","Mereka rela berkorban harta, pikiran, jiwa, tdan raga demi bangsanya.",IPS,Insertion Error
"Kita harus meneladani sikap kepahlawanan, patriotisme dan jiwa besar mereka dalam kehidupan sehari-hari.","Kita harus menelatdani sikap kepahlawanan, patriotisme dan jiwa besar mereka dalam kehidupan sehari-hari.",IPS,Insertion Error
Selama 350 tahun bangsa indonesia hidup di bawah penindasan kaum penjajah.,Selama 350 tahun bangsa indonesia hidup tdi bawah penindasan kaum penjajah.,IPS,Insertion Error
Para penjajah berlaku tidak adil dan sewenang-wenang terhadap bangsa kita.,Para penjajah berlaku tidak adil dan sewenang-wentang terhadap bangsa kita.,IPS,Insertion Error
Bangsa kita menjadi miskin dan menderita.,Bangsa kita menjadi mioskin dan menderita.,IPS,Insertion Error
"Saat itu muncul para pejuang yang rela mengorbankan tenaga, harta, bahkan jiwa raga untuk menuntut keadilan dan kemerdekaan.","Saat itu muncul para pejuang yang relat mengorbankan tenaga, harta, bahkan jiwa raga untuk menuntut keadilan dan kemerdekaan.",IPS,Insertion Error
Sikap kepahlawanan para pejuang memicu munculnya sikap patriotisme bagi rakyat indonesia.,Sikap kepahlawanan para pejuang memicu munculnya sikatp patriotisme bagi rakyat indonesia.,IPS,Insertion Error
"Setelah proklamasi kemerdekaan 17 agustus 1945, tugas selanjutnya adalah berjuang mempertahankan dan mengisi kemerdekaan dengan pembangunan.","Setelah proklamasi kemerdekaan 17 agustus 1945, tugats selanjutnya adalah berjuang mempertahankan dan mengisi kemerdekaan dengan pembangunan.",IPS,Insertion Error
"Sikap kepahlawanan diwujudkan dengan sikap jujur, tanggung jawab, rela berkorban, berjuang dengan ikhlas, berani membela keadilan, dan kebenaran, serta tidak mudah putus asa.","Sikap kepahlawanan diwujudkan dengan sikap jujur, tangguntg jawab, rela berkorban, berjuang dengan ikhlas, berani membela keadilan, dan kebenaran, serta tidak mudah putus asa.",IPS,Insertion Error
"Setiap orang dapat menjadi pahlawan bagi dirinya, orang tuanya, temannya, serta bagi bangsa dan negaranya.","Setiap orang dapat menjadi pahlawan bagi diritnya, orang tuanya, temannya, serta bagi bangsa dan negaranya.",IPS,Insertion Error
"Menjadi pahlawan bagi dirinya berarti melakukan hal-hal yang terbaik bagi diri sendiri, seperti rajin belajar, taat beribadah, giat bekerja, dan suka membantu.","Menjadi pahlawan bagi dirinya berarti melakukan hal-thal yang terbaik bagi diri sendiri, seperti rajin belajar, taat beribadah, giat bekerja, dan suka membantu.",IPS,Insertion Error
"Menjadi pahlawan bagi orang tua berarti berbuat yang terbaik kepada orang tua, seperti menghormatinya, membantu meringankan pekerjaannya, dan menaati perintahnya.","Menjadi pahlawan bagi orang tua berarti berbtuat yang terbaik kepada orang tua, seperti menghormatinya, membantu meringankan pekerjaannya, dan menaati perintahnya.",IPS,Insertion Error
"Menjadi pahlawan bagi teman termasuk orang lain, yaitu bersikap jujur, berlaku adil dan benar serta memberi bantuan dengan ikhlas.","Menjadi pahlawan bagi teman termasuk orang laint, yaitu bersikap jujur, berlaku adil dan benar serta memberi bantuan dengan ikhlas.",IPS,Insertion Error
Menjadi pahlawan bagi bangsa dan negara dapat ditempuh dengan berprestasi di bidangnya masing-masing.,Menjadi pahlawan bagi bangsa dan negara dapatt ditempuh dengan berprestasi di bidangnya masing-masing.,IPS,Insertion Error
"Misalnya siswa dan guru berprestasi di bidang pendidikan dan pengajaran, atlet berprestasi di bidang olahraga, dokter berprestasi di bidang kesehatan, polisi berprestasi di bidang ketertiban dan keamanan masyarakat, tentara berprestasi di bidang keamanan dan keutuhan wilayah negara, dan sebagainya.","Misalnya siswa dan guru berprestasi di bidang pendidikan dan pengajaran, atlet berprestasi di bidang olahraga, dokter berprestasi di bidang kesehatan, polisi berprestasi di bidang ketertiban dan keamanan masyarakat, tentara berprestasi di bidang keamanan dan keutuhan wilayah negara, dan sebagainyat.",IPS,Insertion Error
Sikap kepahlawanan harus terus dikobarkan.,Sikap kepahlawanan harus teorus dikobarkan.,IPS,Insertion Error
"Menghindari sikap-sikap yang melemahkan seperti pemalu, malas, dengki, iri dan acuh tak acuh.","Menghindari sikap-sikap yang melemahkan seperti pemalu, malats, dengki, iri dan acuh tak acuh.",IPS,Insertion Error
Patriotisme artinya cinta tanah air.,Patriotisme artinya cinta taonah air.,IPS,Insertion Error
Sikap cinta tanah air membawa seseorang rela berkorban dan pantang menyerah dalam membela negara.,Sikap cinta tanah air membawa seseorang relat berkorban dan pantang menyerah dalam membela negara.,IPS,Insertion Error
"Sikap patriotisme harus kita miliki dengan cara menjaga persatuan dan kesatuan, rela berkorban untuk kepentingan bangsa dan negara, mencintai produksi bangsa sendiri serta bangga sebagai bangsa indonesia.","Sikap patriotisme harus kita miliki dengan carat menjaga persatuan dan kesatuan, rela berkorban untuk kepentingan bangsa dan negara, mencintai produksi bangsa sendiri serta bangga sebagai bangsa indonesia.",IPS,Insertion Error
"Siswa hidup rukun dengan anggota keluarga, teman, tetangga, dan anggota masyarakat lainnya.","Siswa hidup rukun dengan anggota keluarga, tematn, tetangga, dan anggota masyarakat lainnya.",IPS,Insertion Error
Siswa gemar membantu korban bencana alam dengan ikhlas.,Siswa gemar membantu korban bencana alam dengtan ikhlas.,IPS,Insertion Error
Dengan bangga siswa mengatakan aku anak indonesia.,Dengan bangga siswa mengatakan aku anak indonestia.,IPS,Insertion Error
"Siswa bangga menggunakan barang-barang buatan dalam negeri, seperti pakaian, alat-alat sekolah, perkakas rumah tangga, dan sebagainya.","Siswa bangga menggunakan barang-barang buatan dalam negetri, seperti pakaian, alat-alat sekolah, perkakas rumah tangga, dan sebagainya.",IPS,Insertion Error
"Ikut menjaga kebersihan fasilitas umum, seperti poskamling, tempat ibadah, pasar, dan sebagainya.","Ikut menjaga kebersihan fasilitas umum, seperti poskamlingt, tempat ibadah, pasar, dan sebagainya.",IPS,Insertion Error
Selalu aktif mengikuti upacara sekolah.,Selalu aktif mengikuti upoacara sekolah.,IPS,Insertion Error
Berilah contoh sikap kepahlawanan dan patriotisme seperti berikut ini!,Berilah contoh sikap kepahlawanan dan patriotisme sepetrti berikut ini!,IPS,Insertion Error
"Para pejuang rela mengorbankan harta benda, tenaga, bahkan seluruh jiwa raganya.","Para pejuang rela mengorbankan harta benda, tenatga, bahkan seluruh jiwa raganya.",IPS,Insertion Error
Berkat pengorbanan para pahlawan tersebut kita sekarang dapat menikmati kemerdekaan.,Berkat pengorbanan para pahlawan tersebut kita sekarantg dapat menikmati kemerdekaan.,IPS,Insertion Error
"Kita wajib meneruskan dan mencontoh perjuangannya, dengan cara rela berkorban dalam kehidupan sehari-hari di berbagai lingkungan.","Kita wajib meneruskan dan mencontoh perjuangannya, dengtan cara rela berkorban dalam kehidupan sehari-hari di berbagai lingkungan.",IPS,Insertion Error
"Setiap anggota keluarga rela berkorban demi keluarganya, seperti orang tua bekerja mencari nafkah, mendidik dan mengasuh anak.","Setiap anggota keluarga rela berkorban demi keluarganyta, seperti orang tua bekerja mencari nafkah, mendidik dan mengasuh anak.",IPS,Insertion Error
"Anak berbakti dan membantu orang tua tanpa pamrih, dan sebagainya.","Anak berbakti dan membantu orang tua tanpta pamrih, dan sebagainya.",IPS,Insertion Error
"Para warga sekolah rela berkorban demi kemajuan sekolahnya, seperti guru mengajar di luar jam pelajaran tanpa mengharapkan imbalan, murid kerja bakti membersihkan halaman sekolah, menyumbang buku perpustakaan, membantu temannya yang kena bencana dan sebagainya.","Para warga sekolah rela berkorban demi kemajuan sekolahnya, seperti guru mengajar di luar jam pelajaran tanpa mengharapkan imbalan, murid kerja bakti membersihkan halaman sekolah, menyumbang buku perpustakaan, membantu temannyoa yang kena bencana dan sebagainya.",IPS,Insertion Error
"Demi kesejahteraan para warga masyarakat rela berkorban, misalnya kerja bakti memperbaiki jalan, membangun tempat ibadah, mengadakan ronda malam, membantu korban bencana alam, mendirikan dapur umum, menyelenggarakan posyandu, dan sebagainya.","Demi kesejahteraan para warga masyarakat rela berkorbtan, misalnya kerja bakti memperbaiki jalan, membangun tempat ibadah, mengadakan ronda malam, membantu korban bencana alam, mendirikan dapur umum, menyelenggarakan posyandu, dan sebagainya.",IPS,Insertion Error
"Setiap warga negara siap dan rela berkorban untuk kepentingan bangsa dan negara, misalnya mengikuti upacara hari besar nasional, membayar berbagai macam pajak, bersedia ditugaskan di mana saja, merelakan tanahnya untuk proyek pembangunan negara, dan sebagainya.","Setiap warga negara siap dan rela berkorban untuk kepentingan bangsa dan negara, misalnya mengikuti upacara hari besar nasional, membayar berbagai macam pajak, bersedia ditugaskan di mana saja, merelakan tanahnyoa untuk proyek pembangunan negara, dan sebagainya.",IPS,Insertion Error
Berilah contoh anak rela berkorban dalam kehidupan sehari-harinya!,Berilah contoh anak rela berkorban dalam kehiduptan sehari-harinya!,IPS,Insertion Error
"Para pahlawan berjuang dengan gagah berani, pantang menyerah, dan dilandasi dengan rasa ikhlas.","Para pahlawan berjuang dengan gagah berani, panttang menyerah, dan dilandasi dengan rasa ikhlas.",IPS,Insertion Error
Pahlawan bukan hanya yang memanggul senjata saja.,Pahlawan bukan hanya yang memanggul senjata sajat.,IPS,Insertion Error
Pada masa sekarang orang yang berjasa dan berjuang untuk kejayaan bangsa dan negara pantas mendapat sebutan pahlawan.,Pada masa sekarang orang yang berjasa tdan berjuang untuk kejayaan bangsa dan negara pantas mendapat sebutan pahlawan.,IPS,Insertion Error
"Selain pahlawan perang, ada pahlawan pembangunan, pahlawan pendidikan, pahlawan olahraga, dan sebagainya.","Selain pahlawatn perang, ada pahlawan pembangunan, pahlawan pendidikan, pahlawan olahraga, dan sebagainya.",IPS,Insertion Error
Mereka adalah tokoh-tokoh yang ada di lingkungan kita.,Mereka adalah tokoh-tokoh yang ada di lingkungant kita.,IPS,Insertion Error
Semangat perjuangan mereka harus kita hargai dengan cara menunjukkan sikap yang positif.,Semangat perjuangan mereka harus kita hargai dengtan cara menunjukkan sikap yang positif.,IPS,Insertion Error
"Diskusikan bersama kelompok belajarmu kegiatan apa saja yang dapat kalian lakukan, yang menunjukkan sikap positif terhadap para pahlawan!","Diskusikan bersama kelompok belajarmu kegiatan apa sajat yang dapat kalian lakukan, yang menunjukkan sikap positif terhadap para pahlawan!",IPS,Insertion Error
"Berjiwa besar adalah sikap yang dapat menerima kenyataan secara ikhlas, bersedia menerima saran dan kritik, tabah, sabar, bertanggung jawab, serta suka bekerja keras.","Berjiwa besar adalah sikap yang dapat menerimta kenyataan secara ikhlas, bersedia menerima saran dan kritik, tabah, sabar, bertanggung jawab, serta suka bekerja keras.",IPS,Insertion Error
"Dalam kehidupan sehari-hari, orang yang memiliki jiwa besardapat menghargai jasa para pahlawan, bersedia menerima kekalahan dan kemenangan, serta bersedia meminta dan memberi maaf.","Dalam kehidupan sehari-hari, orang yang memiliki jiwat besardapat menghargai jasa para pahlawan, bersedia menerima kekalahan dan kemenangan, serta bersedia meminta dan memberi maaf.",IPS,Insertion Error
Negara kita terbebas dari belenggu penjajah berkat perjuangan para pahlawan kemerdekaan.,Negara kita terbebas dari belenggu penjajah berktat perjuangan para pahlawan kemerdekaan.,IPS,Insertion Error
Negara menjadi makmur berkat perjuangan para pahlawan pembangunan.,Negara menjadi makmur berkat perjuangan para pahlawatn pembangunan.,IPS,Insertion Error
Warga negara berbudi pekerti luhur cerdas dan terampil berkat perjuangan para pahlawan pendidikan.,Warga negara berbudi pekerti luhur cerdas tdan terampil berkat perjuangan para pahlawan pendidikan.,IPS,Insertion Error
Berkat perjuangan para pahlawan olahraga nama negara dan bangsa indonesia menjadi harum di dunia internasional.,Berkat perjuangan para pahlawan olahraga nama negatra dan bangsa indonesia menjadi harum di dunia internasional.,IPS,Insertion Error
Bangsa yang besar adalah bangsa yang dapat menghormati dan menghargai jasa para pahlawannya.,Bangsa yang besar adalah bangsa yang dapatt menghormati dan menghargai jasa para pahlawannya.,IPS,Insertion Error
Mengikuti upacara bendera hari pahlawan.,Mengikuti upacara bendera haori pahlawan.,IPS,Insertion Error
Berziarah ke makam pahlawan.,Berziarah ke makatm pahlawan.,IPS,Insertion Error
Mengunjungi museum perjuangan.,Mengunjungi museum perjuangant.,IPS,Insertion Error
Mempelajari proses perjuangan para pahlawan.,Mempelajari proses perjuangan paora pahlawan.,IPS,Insertion Error
Mengunjungi monumen perjuangan atau monumen pahlawan.,Mengunjungi monumen perjuangan atoau monumen pahlawan.,IPS,Insertion Error
Buatlah kliping gambar peristiwa perjuangan para pahlawan.,Buatlah kliping gambar peristiwa perjuangan para pahlawatn.,IPS,Insertion Error
"Ada perjuangan pahlawan perang, pahlawan pembangunan, pahlawan pendidikan, pahlawan olahraga dan sebagainya.","Ada perjuangan pahlawatn perang, pahlawan pembangunan, pahlawan pendidikan, pahlawan olahraga dan sebagainya.",IPS,Insertion Error
Kerjakan bersama kelompok belajarmu.,Kerjakan bersama kelompotk belajarmu.,IPS,Insertion Error
Kemudian tempelkan di majalah dinding sekolahmu!,Kemudian tempelkan di maojalah dinding sekolahmu!,IPS,Insertion Error
"Perjuangan meraih cita-cita membutuhkan kerja ketekunan, kesabaran, dan pantang meyerah.","Perjuangan meraih cita-cita membutuhkan kerja ketekunan, kesabartan, dan pantang meyerah.",IPS,Insertion Error
Cita-cita ada yang dapat tercapai dan ada yang tidak tercapai.,Cita-cita tada yang dapat tercapai dan ada yang tidak tercapai.,IPS,Insertion Error
"Demikian pula dalam pertandingan, untuk meraih kemenangan kita harus banyak berlatih dengan tekun, sabar, dan pantang menyerah.","Demikian pula dalam pertandingan, untuk meraih kemenangant kita harus banyak berlatih dengan tekun, sabar, dan pantang menyerah.",IPS,Insertion Error
Dalam pertandingan tentu ada yang kalah dan menang.,Dalam pertandingan tentu ada yang kalah tdan menang.,IPS,Insertion Error
Kita harus bersedia menerima kenyataan dengan jiwa besar.,Kita harus bersedia menerima kenyataan dengan jiwat besar.,IPS,Insertion Error
Bacalah wacana berikut ini!,Bacalah wacana beritkut ini!,IPS,Insertion Error
"Pada pekan olahraga, tono petenis dari sd mekar i bertanding melawan budi petenis dari sd harapan i.","Pada pekan olahraga, tono petenis dari tsd mekar i bertanding melawan budi petenis dari sd harapan i.",IPS,Insertion Error
Pada set pertama tono berhasil unggul.,Pada set pertama toono berhasil unggul.,IPS,Insertion Error
Selanjutnya pada set kedua budi menyusun strategi untuk memperoleh kemenangan.,Selanjutnya pada set kedua budi menyusun strategti untuk memperoleh kemenangan.,IPS,Insertion Error
Tono meningkatkan kewaspadaan.,Tono meningkatkan kewaspadaatn.,IPS,Insertion Error
Mereka silih berganti melakukan penyerangan.,Mereka silih berganti melakukoan penyerangan.,IPS,Insertion Error
Pertandingan berjalan seru dan sportif.,Pertandingan berjalan seru daon sportif.,IPS,Insertion Error
Set kedua berakhir dan dimenangkan lagi oleh tono.,Set kedua berakhir dan dimenangkan lagi oleht tono.,IPS,Insertion Error
Kedua petenis lalu berangkulan dan berjabat tangan.,Kedua petenis lalu berangkulan dan berjabat tangtan.,IPS,Insertion Error
Budi mengucapkan selamat dan memuji permainan tono.,Budi mengucapkan selamat dan memuji permainan tonot.,IPS,Insertion Error
Dengan senang hati tono menerimanya disertai ucapan terima kasih.,Dengan senang hati tono menerimanya disertai ucaptan terima kasih.,IPS,Insertion Error
"Budi menerima kekalahan, tono menerima kemenangan.","Budi menerima kekalahan, toono menerima kemenangan.",IPS,Insertion Error
Mereka menerima dengan jiwa besar.,Mereka menerima dengan jiowa besar.,IPS,Insertion Error
Sebutkan contoh sikap berjiwa besar!,Sebutkan contoh sikap beorjiwa besar!,IPS,Insertion Error
"Dalam pergaulan sehari-hari, kita kadang-kadang melakukan kesalahan baik disengaja maupun tidak sengaja.","Dalam pergaulan sehari-hari, kita kadang-kadang melakukan kesalahtan baik disengaja maupun tidak sengaja.",IPS,Insertion Error
"Kesalahan bertutur kata, bertingkah laku dan bertindak akan berakibat orang lain tersinggung, sakit hati, atau celaka.","Kesalahan bertutur kata, bertingkah laku dan bertindtak akan berakibat orang lain tersinggung, sakit hati, atau celaka.",IPS,Insertion Error
Arman terburu-buru bersepeda ke sekolah.,Arman terburu-buru bersepeda keo sekolah.,IPS,Insertion Error
Di tikungan jalan menabrak pedagang asongan.,Di tikungan jalan menabraok pedagang asongan.,IPS,Insertion Error
Arman cepat-cepat menolong pedagang yang jatuh terjerembab di tengah jalan.,Arman cepat-cepat menolong pedagang yang jatuh terjerembatb di tengah jalan.,IPS,Insertion Error
Barang dagangan yang berserakan dikumpulkan dan dirapikan dalam kotak dagangan.,Barang dagangan yang berserakan dikumpulkan dan dirapiktan dalam kotak dagangan.,IPS,Insertion Error
Dengan rendah hati arman meminta maaf dan berjanji akan lebih berhati-hati dalam bersepeda.,Dengan rendah hati arman meminta maaf tdan berjanji akan lebih berhati-hati dalam bersepeda.,IPS,Insertion Error
