kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Iklim tundra, terdapat di eropa bagian tengah.","Iklim tundra, terdapat di eropa bagian tenah.",IPS,Deletion Error
"Iklim dingin (kutub), terdapat di eropa bagian utara ( swedia bagian utara, finlandia, norwegia, dan rusia).","Iklim dingin (kutub), terdapat di eropa bagan utara ( swedia bagian utara, finlandia, norwegia, dan rusia).",IPS,Deletion Error
Secara umum penduduk eropa berkulit putih yang termasuk ras kaukasoid dengan berbagai jenis suku bangsa.,Secara umum penduduk eropa berkulit putih yan termasuk ras kaukasoid dengan berbagai jenis suku bangsa.,IPS,Deletion Error
"Beberapa suku bangsa di benua eropa di antaranya adalah suku bangsa nordik yang banyak mendiami wilayah semenanjung skandinavia, jerman, dan belanda; suku bangsa alpen yang menghuni wilayah di sekitar pegunungan alpen (prancis dan swiss); suku bangsa mediterania yang mendiami wilayah eropa selatan; dan suku bangsa slavia yang mendiami wilayah eropa timur.","Beberapa suku bangsa di benua eropa di antaranya adalah suku bangsa nordik yang banyak meniami wilayah semenanjung skandinavia, jerman, dan belanda; suku bangsa alpen yang menghuni wilayah di sekitar pegunungan alpen (prancis dan swiss); suku bangsa mediterania yang mendiami wilayah eropa selatan; dan suku bangsa slavia yang mendiami wilayah eropa timur.",IPS,Deletion Error
Di eropa juga terdapat kenampakan buatan berupa bangunan yang sangat terkenal.,Di eropa juga terdapat kenampakan buatan berpa bangunan yang sangat terkenal.,IPS,Deletion Error
"Di antaranya adalah menara eiffel di paris (prancis), colloseum di roma (italia) dan menara condong di pisa.","Di antaranya adalah menara eiffel di pars (prancis), colloseum di roma (italia) dan menara condong di pisa.",IPS,Deletion Error
Benua australia merupakan benua terkecil di dunia yang seluruh wilayahnya berada di belahan bumi selatan.,Benua australia merupakan benua terkecil di duna yang seluruh wilayahnya berada di belahan bumi selatan.,IPS,Deletion Error
Benua australia memiliki luas ± 7.686.848 km2.,Benua australia memiliki luas ± 7.686.48 km2.,IPS,Deletion Error
Secara astronomis benua australia terletak antara 10°ls - 43°ls dan antara 113°bt - 155°bt.,Secara astronomis benua australia terletak antara 1°ls - 43°ls dan antara 113°bt - 155°bt.,IPS,Deletion Error
Adapun secara geografis benua australia memiliki batas-batas berikut ini.,Adapun secara geografis benua australia memiliki btas-batas berikut ini.,IPS,Deletion Error
"Sebelah utara berbatasan dengan indonesia, timor leste, dan papua nugini.","Sebelah utara berbatasan dengan indonesia, timor lese, dan papua nugini.",IPS,Deletion Error
Sebelah timur berbatasan dengan samudra pasifik dan selandia baru.,Sebelah timur berbatasan dengan samudra pasifik an selandia baru.,IPS,Deletion Error
Sebelah selatan dan barat berbatasan dengan samudra hindia.,Sebelah selatan dan barat berbatasan dengan samdra hindia.,IPS,Deletion Error
"Secara garis besar wilayah australia terdiri atas bentang alam dataran tinggi, dataran rendah, dan pegunungan.","Secara garis besar wilayah australia terdiri ata bentang alam dataran tinggi, dataran rendah, dan pegunungan.",IPS,Deletion Error
"Daerah dataran tinggi banyak terdapat di australia bagian barat, sehingga sering disebut sebagai plato barat.","Daerah dataran tinggi banyak terdapat di ausralia bagian barat, sehingga sering disebut sebagai plato barat.",IPS,Deletion Error
Wilayah plato barat sebagian besar adalah berupa gurun.,Wilayah plato barat sebagian besar adalah berpa gurun.,IPS,Deletion Error
"Termasuk di antaranya adalah gurun gibson, gurun victoria, dan gurun shimpson di australia bagian tengah.","Termasuk di antaranya adalah grun gibson, gurun victoria, dan gurun shimpson di australia bagian tengah.",IPS,Deletion Error
"Di wilayah ini juga terdapat beberapa gugusan pegunungan rendah seperti pegunungan hamersley, pegunungan mac. donell, dan pegunungan musgrave.","Di wilayah ini juga terdapat beberapa ggusan pegunungan rendah seperti pegunungan hamersley, pegunungan mac. donell, dan pegunungan musgrave.",IPS,Deletion Error
Wilayah plato barat merupakan wilayah terkering di benua australia.,Wilayah plato barat merupakan wilayah terkering d benua australia.,IPS,Deletion Error
Daerah dataran rendah terdapat di wilayah bagian tengah.,Daerah dataran rendah terdapat di wilayah bagan tengah.,IPS,Deletion Error
Daerah ini memanjang dari teluk carpentaria sampai ke pantai selatan di teluk spencer dan tanjung nelson.,Daerah ini memanjang dari teluk carpentaria samai ke pantai selatan di teluk spencer dan tanjung nelson.,IPS,Deletion Error
Di daerah ini terdapat danau eyre.,Di daerah ini terdpat danau eyre.,IPS,Deletion Error
Sementara sungai-sungai yang mengalir di daerah ini di antaranya sungai darling dan sungai murray.,Sementara sungai-sungai yang mengalir di daerah ni di antaranya sungai darling dan sungai murray.,IPS,Deletion Error
Sementara itu di bagian timur membentang dari utara ke selatan pegunungan pemisah besar (great dividing range).,Sementara itu di bagian timur membentang dar utara ke selatan pegunungan pemisah besar (great dividing range).,IPS,Deletion Error
Pegunungan ini memisahkan garis pantai sebelah timur dengan wilayah kering di daerah pedalaman.,Pegunungan ini memisahkan garis pantai sebelah timr dengan wilayah kering di daerah pedalaman.,IPS,Deletion Error
"Australia bagian timur juga memiliki kenampakan alam penting, yaitu cekungan artesis besar (great artesian basin) yang menjadi sumber air utama di australia.","Australia bagian timur juga memiliki kenampakan ala penting, yaitu cekungan artesis besar (great artesian basin) yang menjadi sumber air utama di australia.",IPS,Deletion Error
Puncak tertinggi di austraha adalah gunung kosciuszko (2.230 m).,Puncak tertinggi di austraha adalah gunung kosiuszko (2.230 m).,IPS,Deletion Error
"Selain itu, ke arah timur lagi tepatnya di laut koral terdapat satu kenampakan alam dunia yang mengagumkan yaitu karang penghalang besar (great barrier reef).","Selain itu, ke arah timur lagi teptnya di laut koral terdapat satu kenampakan alam dunia yang mengagumkan yaitu karang penghalang besar (great barrier reef).",IPS,Deletion Error
Kenampakan alam ini membentang di dekat garis pantai queensland dan merupakan sistem terumbu karang terbesar di dunia.,Kenampakan alam ini membentang di dekat gars pantai queensland dan merupakan sistem terumbu karang terbesar di dunia.,IPS,Deletion Error
Great barrier reef merupakan sistem terumbu karang terbesar di dunia yang terdapat di australia.,Great barrier reef merupakan sistem terumbu krang terbesar di dunia yang terdapat di australia.,IPS,Deletion Error
Benua australia memiliki iklim yang bervariasi.,Benua australia memiliki ikli yang bervariasi.,IPS,Deletion Error
"Berdasarkan letak lintang dan keadaan alamnya, iklim di benua australia dibedakan menjadi iklim tropis dan iklim laut sedang.","Berdasarkan letak lintang dan keadaan alamnya, klim di benua australia dibedakan menjadi iklim tropis dan iklim laut sedang.",IPS,Deletion Error
Iklim tropis terdapat di australia bagian utara.,Iklim tropis terdapat di australia bagian utaa.,IPS,Deletion Error
Iklim subtropis terdapat di australia bagian selatan.,Iklim subtropis terdapat di australia bagian seltan.,IPS,Deletion Error
Sementara iklim laut sedang dialami oleh wilayah di selatan victoria dan tasmania.,Sementara iklim laut sedang dialami oleh wilyah di selatan victoria dan tasmania.,IPS,Deletion Error
Sementara daerah-daerah gurun banyak dipengaruhi oleh iklim gurun.,Sementara daerah-daerah gurun banyak dipengaruhi oleh klim gurun.,IPS,Deletion Error
Sebagian besar penduduk australia adalah orang kulit putih yang merupakan imigran dari eropa.,Sebagian besar penduduk australia adalah orang kult putih yang merupakan imigran dari eropa.,IPS,Deletion Error
Sementara yang lain adalah imigran dari asia.,Sementara yang lain adalah imigran dari sia.,IPS,Deletion Error
Penduduk asli australia adalah orang aborigin yang tinggal di daerah-daerah pedalaman yang kering dan tandus.,Penduduk asli australia adalah orang aborigin yan tinggal di daerah-daerah pedalaman yang kering dan tandus.,IPS,Deletion Error
Orang aborigin memiliki senjata khas yaitu bumerang.,Orang aborigin memiliki senjata khas yaitu bumrang.,IPS,Deletion Error
Australia juga memiliki bentang budaya berupa bangunan modern yang sangat terkenal.,Australia juga memiliki bentang budaya berupa banunan modern yang sangat terkenal.,IPS,Deletion Error
Salah satu bangunan terkenal di australia tersebut adalah sydney opera house.,Salah satu bangunan terkenal di australia terebut adalah sydney opera house.,IPS,Deletion Error
Lakukan pengamatan pada peta dunia yang ada di atlas kalian masing-masing!,Lakukan pengamatan pda peta dunia yang ada di atlas kalian masing-masing!,IPS,Deletion Error
Bacalah juga buku ensiklopedi geografi atau buku-buku lain yang relevan yang ada di perpustakaan kalian!,Bacalah juga buku ensiklopedi geografi atau bku-buku lain yang relevan yang ada di perpustakaan kalian!,IPS,Deletion Error
"Diskusikan dengan kelompok belajar kalian, kemudian deskripsikan ciri kenampakan alam utama dan juga kondisi penduduk (ras/suku bangsa) dari masing-masing benua.","Diskusikan dengan kelompok belajar kalian, kemudian desripsikan ciri kenampakan alam utama dan juga kondisi penduduk (ras/suku bangsa) dari masing-masing benua.",IPS,Deletion Error
Tuliskan hasil jawaban kalian dengan melengkapi tabel berikut ini!,Tuliskan hasil jawaban kalian dengan melengkapi tabl berikut ini!,IPS,Deletion Error
"Seperti halnya kehidupan manusia, negara-negara di dunia juga mengalami perkembangan.","Seperti halnya kehidupan manusia, negara-negara di duna juga mengalami perkembangan.",IPS,Deletion Error
"Perkembangan tersebut dapat dilihat dari berbagai bidang baik ekonomi, politik, maupun sosial budaya.","Perkembangan tersebut dapat dilihat dari berbagai bidng baik ekonomi, politik, maupun sosial budaya.",IPS,Deletion Error
"Di bidang ekonomi, misalnya ada negara maju dan ada negara berkembang.","Di bidang ekonomi, misalnya ada negara maj dan ada negara berkembang.",IPS,Deletion Error
Sementara di bidang politik dapat dilihat dari beberapa negara di dunia yang baru merdeka seperti uni soviet yang pecah menjadi beberapa negara baru.,Sementara di bidang politik dapat dilihat dar beberapa negara di dunia yang baru merdeka seperti uni soviet yang pecah menjadi beberapa negara baru.,IPS,Deletion Error
Ada pula negara-negara yang semula terpisah menyatu kembali seperti negara jerman.,Ada pula negara-negara yang semula terpisah menatu kembali seperti negara jerman.,IPS,Deletion Error
Hal ini menyebabkan jumlah negara-negara di dunia tidak sama karena mengalami perubahan dan perkembangan.,Hal ini menyebabkan jumlah negara-negara di duna tidak sama karena mengalami perubahan dan perkembangan.,IPS,Deletion Error
Berikut ini kalian akan mengetahui perkembangan negara-negara di dunia dengan mempelajari jumlah negara dan beberapa contoh negara di masing-masing benua.,Berikut ini kalian akan mengetahui perkembangan negra-negara di dunia dengan mempelajari jumlah negara dan beberapa contoh negara di masing-masing benua.,IPS,Deletion Error
Benua asia sebagian besar wilayahnya ada di belahan bumi utara dan sebagian kecil wilayahnya berada di belahan bumi selatan.,Benua asia sebagian besar wilayahnya ada d belahan bumi utara dan sebagian kecil wilayahnya berada di belahan bumi selatan.,IPS,Deletion Error
"Benua asia dibagi menjadi beberapa kawasan yaitu kawasan asia barat, asia tenggara, asia tengah, asia timur, dan asia selatan.","Benua asia dibagi menjadi beberapa kawasan yaiu kawasan asia barat, asia tenggara, asia tengah, asia timur, dan asia selatan.",IPS,Deletion Error
Masing-masing kawasan tersebut terdiri atas beberapa negara.,Masing-masing kawasan tersebut terdiri atas beberapa negra.,IPS,Deletion Error
Berikut ini tabel negara-negara di masing-masing kawasan benua.,Berikut ini tabel negara-negara di masing-masing kwasan benua.,IPS,Deletion Error
Benua afrika merupakan benua terbesar ketiga setelah asia dan amerika.,Benua afrika merupakan benua terbesar ketiga stelah asia dan amerika.,IPS,Deletion Error
Benua afrika memiliki luas wilayah ± 30.970.000 km2.,Benua afrika memiliki luas wilayah ± 30.70.000 km2.,IPS,Deletion Error
"Benua afrika dibagi menjadi beberapa kawasan yaitu afrika utara, afrika timur, afrika selatan, afrika barat, dan afrika tengah.","Benua afrika dibagi menjadi beberapa kawasan yaiu afrika utara, afrika timur, afrika selatan, afrika barat, dan afrika tengah.",IPS,Deletion Error
Berikut ini tabel nama-nama negara di kawasan benua afrika.,Berikut ini tabel nama-nama negara di kwasan benua afrika.,IPS,Deletion Error
Benua amerika merupakan benua terbesar urutan kedua setelah benua asia.,Benua amerika merupakan benua terbesar urutan keda setelah benua asia.,IPS,Deletion Error
Luas wilayahnya mencapai ± 42.292.000 km2.,Luas wilayahnya mencapai ± 42.292.000 m2.,IPS,Deletion Error
"Secara geografis, benua amerika yang membentang dari utara ke selatan dibedakan menjadi tiga kawasan.","Secara geografis, benua amerika yang membentang dar utara ke selatan dibedakan menjadi tiga kawasan.",IPS,Deletion Error
"Tiga kawasan yang dimaksud adalah amerika utara, amerika tengah termasuk kepulauan karibia, dan amerika selatan.","Tiga kawasan yang dimaksud adalah amerika utaa, amerika tengah termasuk kepulauan karibia, dan amerika selatan.",IPS,Deletion Error
Berikut ini tabel nama-nama negara di masing-masing kawasan benua amerika.,Berikut ini tabel nama-nama negara di masng-masing kawasan benua amerika.,IPS,Deletion Error
Benua eropa secara geografis merupakan perpanjangan semenanjung di benua asia bagian barat.,Benua eropa secara geografis merupakan perpanjangan smenanjung di benua asia bagian barat.,IPS,Deletion Error
Luas wilayahnya ± 10.525.000 km2.,Luas wilayahnya ± 10.25.000 km2.,IPS,Deletion Error
"Benua eropa dibedakan menjadi empat kawasan yaitu eropa barat, eropa utara, eropa timur, dan eropa selatan.","Benua eropa dibedakan menjadi empat kawasan yaiu eropa barat, eropa utara, eropa timur, dan eropa selatan.",IPS,Deletion Error
Berikut ini tabel nama-nama negara di masing-masing kawasan benua eropa.,Berikut ini tabel nama-nama negara di masng-masing kawasan benua eropa.,IPS,Deletion Error
Benua australia merupakan benua terkecil di dunia.,Benua australia merupakan benua terkecil di duna.,IPS,Deletion Error
Luas wilayahnya ± 7.682.300 km2.,Luas wilayahnya ± 7.82.300 km2.,IPS,Deletion Error
Benua australia selurah wilayahnya berada di belahan bumi selatan.,Benua australia selurah wilayahnya berada di belhan bumi selatan.,IPS,Deletion Error
Benua australia hanya terdiri atas satu negara yaitu negara australia.,Benua australia hanya terdiri atas satu negra yaitu negara australia.,IPS,Deletion Error
Oleh karena itu australia sering disebut negara benua.,Oleh karena itu australia sering disebut negra benua.,IPS,Deletion Error
Wilayah benua australia terdiri atas enam negara bagian dan dua wilayah teritorial.,Wilayah benua australia terdiri atas enam negra bagian dan dua wilayah teritorial.,IPS,Deletion Error
Keenam negara bagian dan kedua wilayah teritorial tersebut dapat kalian lihat pada tabel berikut ini.,Keenam negara bagian dan kedua wilayah tertorial tersebut dapat kalian lihat pada tabel berikut ini.,IPS,Deletion Error
Australia merupakan negara persemakmuran inggris.,Australia merupakan negara persemakmura inggris.,IPS,Deletion Error
Kepala negaranya adalah ratu inggris yang diwakili oleh seorang gubernur jenderal dan enam gubernur negara bagian.,Kepala negaranya adalah ratu inggris yang diwkili oleh seorang gubernur jenderal dan enam gubernur negara bagian.,IPS,Deletion Error
Kepala pemerintahannya adalah perdana menteri.,Kepala pemerintahannya adalah perdna menteri.,IPS,Deletion Error
Ibukota negara australia adalah canberra.,Ibukota negara australia dalah canberra.,IPS,Deletion Error
"Sementara keadaan ekonomi australia didukung dari berbagai sektor yaitu pertanian, perkebunan, pertambangan, dan perindustrian.","Sementara keadaan ekonomi australia didukung dari erbagai sektor yaitu pertanian, perkebunan, pertambangan, dan perindustrian.",IPS,Deletion Error
"Perhatikan baik-baik peta di samping, kemudian lengkapilah data berikut ini!","Perhatikan baik-baik peta di samping, kemudian lenkapilah data berikut ini!",IPS,Deletion Error
Pilihlah salah satu benua yang ada di atlas kalian!,Pilihlah salah satu benua yang ada d atlas kalian!,IPS,Deletion Error
Kemudian jiplaklah peta benua yang kalian pilih dengan menggunakan kertas kalkir agar memudahkan kalian dalam menggambar.,Kemudian jiplaklah peta benua yang kalian plih dengan menggunakan kertas kalkir agar memudahkan kalian dalam menggambar.,IPS,Deletion Error
Gambarlah batas-batas pembagian kawasan yang ada pada benua tersebut.,Gambarlah batas-batas pembagian kawasan yang ada pda benua tersebut.,IPS,Deletion Error
Berilah warna yang menarik pada masing-masing kawasan dengan menggunakan wama yang berbeda sehingga terlihat jelas perbedaannya.,Berilah warna yang menarik pada masing-masing kwasan dengan menggunakan wama yang berbeda sehingga terlihat jelas perbedaannya.,IPS,Deletion Error
Lengkapilah peta kalian dengan simbol ibukota serta berilah keterangan seperlunya.,Lengkapilah peta kalian dengan simbol ibukota sera berilah keterangan seperlunya.,IPS,Deletion Error
Kumpulkan hasil karya kalian untuk mendapatkan penilaian dari bapak/ibu gurumu!,Kumpulkan hasil karya kalian untuk mendapatkan penlaian dari bapak/ibu gurumu!,IPS,Deletion Error
Berikut ini akan diuraikan beberapa contoh negara dari masing-masing benua yang ada di dunia.,Berikut ini akan diuraikan beberapa contoh negra dari masing-masing benua yang ada di dunia.,IPS,Deletion Error
Cina merupakan negara terluas ketiga di dunia setelah rusia dan kanada.,Cina merupakan negara terluas ketiga di duna setelah rusia dan kanada.,IPS,Deletion Error
Negara cina juga sering disebut negeri tirai bambu.,Negara cina juga sering disebut negeri tiri bambu.,IPS,Deletion Error
Negara cina terbentuk pada tahun 1949.,Negara cina terbentuk ada tahun 1949.,IPS,Deletion Error
Secara astronomis negara cina terletak di antara 18°lu- 54°lu dan 73°bt - 135°bt.,Secara astronomis negara cina terletak di ntara 18°lu- 54°lu dan 73°bt - 135°bt.,IPS,Deletion Error
Luas wilayahnya mencapai 9.571.300 km2.,Luas wilayahnya mencapai 9.571.300 m2.,IPS,Deletion Error
Cina merupakan negara yang sangat luas dengan bentang alam yang sangat bervariasi.,Cina merupakan negara yang sangat luas denan bentang alam yang sangat bervariasi.,IPS,Deletion Error
"Beberapa bentang alam negara cina antara lain berupa pegunungan, dataran tinggi, gurun, dan sungai.","Beberapa bentang alam negara cina antara lai berupa pegunungan, dataran tinggi, gurun, dan sungai.",IPS,Deletion Error
"Pegunungan utama di cina adalah pegunungan himalaya di barat daya berbatasan dengan nepal, pegunungan tien shan di barat, pegunungan altai di utara, dan pegunungan kun lun di tengah.","Pegunungan utama di cina adalah pegunungan himlaya di barat daya berbatasan dengan nepal, pegunungan tien shan di barat, pegunungan altai di utara, dan pegunungan kun lun di tengah.",IPS,Deletion Error
Dataran tinggi yang terkenal adalah dataran tinggi tibet.,Dataran tingi yang terkenal adalah dataran tinggi tibet.,IPS,Deletion Error
Wilayah gurun terdapat di bagian barat yaitu gurun taklimakan dan gurun gobi di utara yang berbatasan dengan mongolia.,Wilayah gurun terdapat di bagian barat yaiu gurun taklimakan dan gurun gobi di utara yang berbatasan dengan mongolia.,IPS,Deletion Error
Wilayah dataran rendah berada di cina bagian timur yang dialiri oleh beberapa sungai.,Wilayah dataran rendah berada di cina bagan timur yang dialiri oleh beberapa sungai.,IPS,Deletion Error
Sungai-sungai besar di cina adalah sungai hoang ho (sungai kuning) di bagian utara dan sungai yangtze (sungai chang jiang).,Sungai-sungai besar di cina adalah sungai hoag ho (sungai kuning) di bagian utara dan sungai yangtze (sungai chang jiang).,IPS,Deletion Error
Sungai yangtze merupakan sungai terpanjang di asia yang berada di bagian timur.,Sungai yangtze merupakan sungai terpanjang di sia yang berada di bagian timur.,IPS,Deletion Error
Oleh karena itu cina bagian timur merupakan wilayah yang subur dan padat penduduknya.,Oleh karena itu cina bagian timur merpakan wilayah yang subur dan padat penduduknya.,IPS,Deletion Error
Keadaan iklim di cina sangat bervariasi.,Keadaan iklim di ina sangat bervariasi.,IPS,Deletion Error
Sebagian besar wilayah cina beriklim subtropis yang dipengaruhi oleh daratan yang sangat luas.,Sebagian besar wilayah cina beriklim subtropis yan dipengaruhi oleh daratan yang sangat luas.,IPS,Deletion Error
"Sementara itu, iklim tropis terdapat di cina bagian selatan, sedangkan wilayah bagian timur yang berdekatan dengan laut beriklim musim.","Sementara itu, iklim tropis terdapat di cin bagian selatan, sedangkan wilayah bagian timur yang berdekatan dengan laut beriklim musim.",IPS,Deletion Error
Negara cina memiliki bentang budaya berapa bangunan sebuah tembok besar yang disebut tembok raksasa (great wall).,Negara cina memiliki bentang budaya berapa banunan sebuah tembok besar yang disebut tembok raksasa (great wall).,IPS,Deletion Error
Bangunan ini dibangun zaman dinasti chin.,Bangunan ini dibangun zama dinasti chin.,IPS,Deletion Error
Panjangnya 2.414 km dengan tinggi 6 sampai 15 meter dan lebar 5 meter.,Panjangnya 2.414 km dengan tinggi  sampai 15 meter dan lebar 5 meter.,IPS,Deletion Error
Tembok raksasa di cina merapakan salah satu bangunan keajaiban didunia.,Tembok raksasa di cina merapakan salah sat bangunan keajaiban didunia.,IPS,Deletion Error
Cina merapakan negara dengan jumlah penduduk terbanyak nomor satu di dunia.,Cina merapakan negara dengan jumlah penduduk teranyak nomor satu di dunia.,IPS,Deletion Error
"Jumlah penduduk cina pada tahun 2006 sudah mencapai 1 ,3 milyar jiwa.","Jumlah penduduk cina pada tahun 2006 sudh mencapai 1 ,3 milyar jiwa.",IPS,Deletion Error
Oleh karena itu pemerintah mengeluarkan kebijakan satu anak pada setiap keluarga.,Oleh karena itu pemerintah mengeluarkan kebijakan sat anak pada setiap keluarga.,IPS,Deletion Error
"Keadaan ekonomi negara cina didukung oleh berbagai bidang baik pertanian, perikanan, pertambangan, dan perindustrian.","Keadaan ekonomi negara cina didukung oleh erbagai bidang baik pertanian, perikanan, pertambangan, dan perindustrian.",IPS,Deletion Error
"Hasil pertanian meliputi padi, gandum, kacang tanah, sayuran, gula bit, kapas, dan teh.","Hasil pertanian meliputi padi, gandum, kacang tnah, sayuran, gula bit, kapas, dan teh.",IPS,Deletion Error
Kegiatan perikanan diusahakan di cina bagian timur.,Kegiatan perikanan diusahakan di cina bagian timr.,IPS,Deletion Error
"Hasil tambang negara cina meliputi batu bara, minyak bumi, bijih besi, timah, tembaga, dan bauksit.","Hasil tambang negara cina meliputi batu bra, minyak bumi, bijih besi, timah, tembaga, dan bauksit.",IPS,Deletion Error
"Sementara itu sektor industri menghasilkan barang-barang seperti mesin-mesin, plastik dan serat sintetis, besi baja, otomotif, perkapalan, bahan-bahan kimia, dan tekstil.","Sementara itu sektor industri menghasilkan barang-barang sperti mesin-mesin, plastik dan serat sintetis, besi baja, otomotif, perkapalan, bahan-bahan kimia, dan tekstil.",IPS,Deletion Error
Industri tekstil cina merapakan industri yang terbesar di cina yang banyak menyerap tenaga kerja.,Industri tekstil cina merapakan industri yang teresar di cina yang banyak menyerap tenaga kerja.,IPS,Deletion Error
Jepang merapakan sebuah negara kepulauan yang sering disebut negeri sakura atau negeri matahari terbit.,Jepang merapakan sebuah negara kepulauan yang serng disebut negeri sakura atau negeri matahari terbit.,IPS,Deletion Error
Secara astronomis kepulauan jepang terletak di antara 30° - 47°lu dan 128°bt - 146°bt.,Secara astronomis kepulauan jepang terletak di ntara 30° - 47°lu dan 128°bt - 146°bt.,IPS,Deletion Error
Sebelah barat berbatasan dengan laut jepang dan selat korea.,Sebelah barat berbatasan dengan laut jepang an selat korea.,IPS,Deletion Error
Sebelah utara berbatasan dengan laut okhotsk dan pulau sakhalin.,Sebelah utara berbatasan dengan laut okhotsk an pulau sakhalin.,IPS,Deletion Error
"Sebelah timur berbatasan dengan samudra pasifik, dan sebelah selatan berbatasan dengan laut cina selatan dan samudra pasifik.","Sebelah timur berbatasan dengan samudra pasifik, an sebelah selatan berbatasan dengan laut cina selatan dan samudra pasifik.",IPS,Deletion Error
Luas wilayahnya kurang lebih 377.819 km2.,Luas wilayahnya kurang lebih 377.819 m2.,IPS,Deletion Error
Keadaan alam jepang sebagian besar berupa pegunungan yang ermasuk dari rangkaian pegunungan sirkum pasifik.,Keadaan alam jepang sebagian besar berupa pegnungan yang ermasuk dari rangkaian pegunungan sirkum pasifik.,IPS,Deletion Error
Pegunungan tersebut umumnya berada di tengah pulau sehingga wilayah datarannya sangat sempit.,Pegunungan tersebut umumnya berada di tengah pulu sehingga wilayah datarannya sangat sempit.,IPS,Deletion Error
Puncak tertinggi di jepang adalah gunung fuji (3776 meter).,Puncak tertinggi di jepang adalah gunung fuj (3776 meter).,IPS,Deletion Error
Deretan kepulauan jepang membentang dari utara ke selatan.,Deretan kpulauan jepang membentang dari utara ke selatan.,IPS,Deletion Error
Wilayah negara ini mencakup lebih dari 1000 pulau kecil dan empat pulau utama.,Wilayah negara ini mencakup lebih dari 100 pulau kecil dan empat pulau utama.,IPS,Deletion Error
"Keempat pulau utama tersebut secara berurutan dari utara ke selatan adalah hokkaido, honshu, shikoku, dan kyushu.","Keempat pulau utama tersebut secara berurutan dar utara ke selatan adalah hokkaido, honshu, shikoku, dan kyushu.",IPS,Deletion Error
Honshu merupakan pulau terbesar di jepang.,Honshu merupakan pulau trbesar di jepang.,IPS,Deletion Error
Di sebelah selatan kyushu terdapat kepulauan ryukiu.,Di sebelah selatan kyushu terdapat kepulauan ryuiu.,IPS,Deletion Error
Jepang merupakan salah satu negara maju di dunia.,Jepang merupakan salah satu negara maju d dunia.,IPS,Deletion Error
Pendapatan utama negara jepang sebagian besar berasal dari sektor industri.,Pendapatan utama negara jepang sebagian besar bersal dari sektor industri.,IPS,Deletion Error
"Kemajuan sektor industri jepang dapat kalian lihat dari berbagai produk jepang yang ada di negara kita, bahkan di berbagai belahan dunia.","Kemajuan sektor industri jepang dapat kalian liht dari berbagai produk jepang yang ada di negara kita, bahkan di berbagai belahan dunia.",IPS,Deletion Error
Coba kalian sebutkan produk-produk hasil industri negara jepang yang kalian ketahui!,Coba kalian sebutkan produk-produk hasil industri negra jepang yang kalian ketahui!,IPS,Deletion Error
"Selain dari sektor industri, ekonomi jepang juga ditunjang dari sektor pertanian, perikanan, pertambangan, dan perdagangan.","Selain dari sektor industri, ekonomi jepang jug ditunjang dari sektor pertanian, perikanan, pertambangan, dan perdagangan.",IPS,Deletion Error
Negara india terletak di semenanjung yang sangat luas yang menjorok ke samudra hindia.,Negara india terletak di semenanjung yang sanat luas yang menjorok ke samudra hindia.,IPS,Deletion Error
Oleh karena itu negara india sering disebut anak benua asia.,Oleh karena itu negara india sering disbut anak benua asia.,IPS,Deletion Error
Secara astronomis india terletak di antara 8°lu - 33°ls dan 68°bt - 89°bt.,Secara astronomis india terletak di antara °lu - 33°ls dan 68°bt - 89°bt.,IPS,Deletion Error
"Sebelah utara berbatasan dengan cina, nepal, dan bhutan.","Sebelah utara berbatasan dengan cina, nepal, an bhutan.",IPS,Deletion Error
Sebelah selatan berbatasan dengan sri lanka dan samudra hindia.,Sebelah selatan berbatasan dengan sri lanka an samudra hindia.,IPS,Deletion Error
Sebelah timur berbatasan dengan bangladesh dan teluk benggala.,Sebelah timur berbatasan dengan bangladesh dan telk benggala.,IPS,Deletion Error
Sementara di sebelah barat berbatasan dengan pakistan dan samudra hindia.,Sementara di sebelah barat berbatasan dengan pakstan dan samudra hindia.,IPS,Deletion Error
Luas wilayahnya kurang lebih 3.287.263 km2.,Luas wilayahnya kurang lebih 3.287.63 km2.,IPS,Deletion Error
"Keadaan alam india sangat bervariasi, yaitu terdiri atas padang pasir yang kering, pegunungan, dataran tinggi yang subur, serta dataran rendah yang dialiri sungai-sungai besar.","Keadaan alam india sangat bervariasi, yaitu teriri atas padang pasir yang kering, pegunungan, dataran tinggi yang subur, serta dataran rendah yang dialiri sungai-sungai besar.",IPS,Deletion Error
Di bagian utara terdapat pegunungan himalaya yang membentang sepanjang lebih dari 2.300 km.,Di bagian utara terdapat pegunungan himalaya yan membentang sepanjang lebih dari 2.300 km.,IPS,Deletion Error
Di bagian selatan pegunungan merupakan dataran yang sangat luas yang dikenal dengan dataran utara.,Di bagian selatan pegunungan merupakan dataran yan sangat luas yang dikenal dengan dataran utara.,IPS,Deletion Error
"Di daerah tersebut mengalir sungai-sungai besar yaitu sungai gangga, sungai brahmaputra, dan sungai indus.","Di daerah tersebut mengalir sungai-sungai besar yaiu sungai gangga, sungai brahmaputra, dan sungai indus.",IPS,Deletion Error
Di bagian barat laut terdapat bentang alam yang sangat kering yaitu gurun thar.,Di bagian barat laut terdapat bentang ala yang sangat kering yaitu gurun thar.,IPS,Deletion Error
Gurun tersebut membentang di perbatasan india dan pakistan.,Gurun tersebut membentang di perbatasan india an pakistan.,IPS,Deletion Error
