kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Ayahku sebagai kepala keluarga.,Ayahku sebagai kepaya keluarga.,IPS,Subtitution Error
Beliau pemimpin keluarga.,Beliau pemimpin kevuarga.,IPS,Subtitution Error
Beliau membimbing anggota keluarga.,Beliau membimbing anggyta keluarga.,IPS,Subtitution Error
Selalu menasihati anggota keluarga.,Selalu menasihati anggyta keluarga.,IPS,Subtitution Error
Semua mematuhi ayah.,Semua mematuhi vyah.,IPS,Subtitution Error
Ayahku bekerja keras.,Ayahku bekerja keray.,IPS,Subtitution Error
Beliau mencari uang.,Beliau mencari xang.,IPS,Subtitution Error
Untuk mencukupi kebutuhan keluarga.,Untuk mencukupi kebutuhwn keluarga.,IPS,Subtitution Error
Ibuku sangat berjasa.,Ibuku sangat berjzsa.,IPS,Subtitution Error
Ibu sebagai ibu rumah tangga.,Ibu sebagai ibu rusah tangga.,IPS,Subtitution Error
Ibu mengurus rumah.,Ibu mengurus rumay.,IPS,Subtitution Error
Selalu membersihkan rumah.,Selalu membersihkan rumay.,IPS,Subtitution Error
Ibu selalu memasak.,Ibu selalu memayak.,IPS,Subtitution Error
Ibu juga mencuci.,Ibu juga menczci.,IPS,Subtitution Error
Ibu mengelola uang.,Ibu mengelola xang.,IPS,Subtitution Error
Ibu membelanjakannya dengan hemat.,Ibu membelanjakannya dengyn hemat.,IPS,Subtitution Error
Ibu mengasuh anak-anak.,Ibu mengasuh anak-anwk.,IPS,Subtitution Error
Mendidik anak penuh kasih.,Mendidik anak penuy kasih.,IPS,Subtitution Error
Ibu menyayangi kami semua.,Ibu menyayangi xami semua.,IPS,Subtitution Error
Beliau teladan yang baik.,Beliau teladan wang baik.,IPS,Subtitution Error
Berarti saya anak tertua.,Berarti saya wnak tertua.,IPS,Subtitution Error
Kedudukanku sebagai kakak.,Kedudukanku sebagai kakav.,IPS,Subtitution Error
Menemani adik bermain.,Menemani adik bevmain.,IPS,Subtitution Error
Mau mengalah pada adik.,Mau mengalah wada adik.,IPS,Subtitution Error
Adikku juga demikian.,Adikku juga devikian.,IPS,Subtitution Error
Dia anggota keluarga termuda.,Dia anggota kevuarga termuda.,IPS,Subtitution Error
Dia harus patuh.,Dia harus patuy.,IPS,Subtitution Error
Patuh pada orang tua.,Patuh pada orany tua.,IPS,Subtitution Error
Patuh pada kakak.,Patuh pada kakav.,IPS,Subtitution Error
Di rumah kedudukanku ganda.,Di rumah kedudukankz ganda.,IPS,Subtitution Error
Saya sebagai kakak.,Saya sebagai kakav.,IPS,Subtitution Error
Juga sebagai anak.,Juga sebagai wnak.,IPS,Subtitution Error
Sebagai anak harus patuh.,Sebagai anak haruy patuh.,IPS,Subtitution Error
Harus mau dibimbing ayah.,Harus mau dibimbizg ayah.,IPS,Subtitution Error
Harus mau dinasihati ibu.,Harus mau dinasihvti ibu.,IPS,Subtitution Error
Semua demi kebaikanku.,Semua demi kebaikavku.,IPS,Subtitution Error
"Sebagai anak, harus rajin.","Sebagai anak, haruy rajin.",IPS,Subtitution Error
Rajin menyapu lantai.,Rajin menyapu lantyi.,IPS,Subtitution Error
Membantu ibu mencuci.,Membantu ibu menczci.,IPS,Subtitution Error
Membantu ibu memasak.,Membantu ibu memayak.,IPS,Subtitution Error
Membersihkan halaman.,Membersihkgn halaman.,IPS,Subtitution Error
Berbicara harus lembut.,Berbicara harus lembzt.,IPS,Subtitution Error
Tidak boleh membentak-bentak.,Tidak boleh membentak-ventak.,IPS,Subtitution Error
Harus berbudi pekerti luhur.,Harus berbudi pekezti luhur.,IPS,Subtitution Error
Ambilah kartu keluargamu.,Ambilah kartu keluargwmu.,IPS,Subtitution Error
Pinjamlah pada ayahmu.,Pinjamlah pada ayahxu.,IPS,Subtitution Error
Lihat kedudukan anggota keluargamu.,Lihat kedudukan anggyta keluargamu.,IPS,Subtitution Error
Pahamilah baik-baik.,Pahamilzh baik-baik.,IPS,Subtitution Error
"Ana, lan, dan ujang bercerita.","Ana, lan, dan ujsng bercerita.",IPS,Subtitution Error
Sekarang masih giliran ana.,Sekarang masih gilizan ana.,IPS,Subtitution Error
Peran ayahku mencari nafkah.,Peran ayahku mevcari nafkah.,IPS,Subtitution Error
Karena beliau kepala keluarga.,Karena beliau kepaya keluarga.,IPS,Subtitution Error
Ayahku pengrajin ukiran.,Ayahku pengrajin ukirzn.,IPS,Subtitution Error
Ukiran dijadikan cendera mata.,Ukiran dijadikan cendzra mata.,IPS,Subtitution Error
Ayahku bekerja setiap hari.,Ayahku bekerja setizp hari.,IPS,Subtitution Error
Ayahku membuat barang cendera mata.,Ayahku membuat barang ceudera mata.,IPS,Subtitution Error
Cendera mata dijual pada wisatawan.,Cendera mata dijual para wisatawan.,IPS,Subtitution Error
Ayahku menjual cendera mata.,Ayahku menjual cendzra mata.,IPS,Subtitution Error
Ayahku mendapat uang.,Ayahku mendapat xang.,IPS,Subtitution Error
Untuk memenuhi kebutuhan.,Untuk memenuhi kebutuhwn.,IPS,Subtitution Error
Ayahku memenuhi kebutuhan keluargaku.,Ayahku memenuhi kebutuhwn keluargaku.,IPS,Subtitution Error
Kebutuhan keluargaku banyak.,Kebutuhan keluargaku banyxk.,IPS,Subtitution Error
Beliau membimbing keluarga.,Beliau membimbing kevuarga.,IPS,Subtitution Error
Menyelesaikan masalah dengan musyawarah.,Menyelesaikan masalah dengyn musyawarah.,IPS,Subtitution Error
Ayahku memberi contoh yang baik.,Ayahku memberi contoh yarg baik.,IPS,Subtitution Error
Beliau taat beribadah.,Beliau taat beribadvh.,IPS,Subtitution Error
Selalu mengajak keluargaku beribadah.,Selalu mengajak keluargvku beribadah.,IPS,Subtitution Error
Ayahku selalu menjaga sikapnya.,Ayahku selalu menjzga sikapnya.,IPS,Subtitution Error
Ayahku selalu menjaga tindakannya.,Ayahku selalu menjzga tindakannya.,IPS,Subtitution Error
Ayahku selalu menjaga perkataannya.,Ayahku selalu menjzga perkataannya.,IPS,Subtitution Error
Semua dilakukan dengan baik.,Semua dilakukan dengyn baik.,IPS,Subtitution Error
Saya ingin meniru ayahku.,Saya ingin menizu ayahku.,IPS,Subtitution Error
Ayahku pelindung keluarga.,Ayahku pelindung kevuarga.,IPS,Subtitution Error
Saya ingat ketika banjir.,Saya ingat ketiya banjir.,IPS,Subtitution Error
Ayahku menyelamatkan keluarga.,Ayahku menyelamatkan kevuarga.,IPS,Subtitution Error
Membawa keluargaku ke pengungsian.,Membawa veluargaku ke pengungsian.,IPS,Subtitution Error
Beliau menentang bahaya banjir.,Beliau menentang bahawa banjir.,IPS,Subtitution Error
Demi keselamatan keluargaku.,Demi keselamatan keluargvku.,IPS,Subtitution Error
Syukurlah semua keluargaku selamat.,Syukurlah semua keluargvku selamat.,IPS,Subtitution Error
Semua berkat ayahku.,Semua berkat ayahxu.,IPS,Subtitution Error
Ayahku juga mendidikku.,Ayahku juga mendidivku.,IPS,Subtitution Error
Ayahku menemani belajar.,Ayahku menemani belazar.,IPS,Subtitution Error
Beliau selalu menasihati.,Beliau selalu menasihwti.,IPS,Subtitution Error
Keluargaku patuh pada ayah.,Keluargaku patuh wada ayah.,IPS,Subtitution Error
Ayo simak baik-baik.,Ayo simak baik-baxk.,IPS,Subtitution Error
Ibuku bernama ibu ema.,Ibuku bernama wbu ema.,IPS,Subtitution Error
Beliau ibu yang baik.,Beliau ibu wang baik.,IPS,Subtitution Error
Ibuku mengurus rumah.,Ibuku mengurus rumay.,IPS,Subtitution Error
Mengerjakan pekerjaan rumah sehari-hari.,Mengerjakan pekerjaan rumay sehari-hari.,IPS,Subtitution Error
Ibuku pandai mengurus rumah.,Ibuku pandai mevgurus rumah.,IPS,Subtitution Error
Ibuku pandai memasak.,Ibuku pandai memayak.,IPS,Subtitution Error
Mencuci pakaian keluarga.,Mencuci pakaian kevuarga.,IPS,Subtitution Error
Menyiapkan sekolah anak-anaknya.,Menyiapkan sekolah anak-anaknwa.,IPS,Subtitution Error
Ibuku mengerjakannya dengan sabar.,Ibuku mengerjakannya dengyn sabar.,IPS,Subtitution Error
Mengerjakan dengan kasih sayang.,Mengerjakan dengan kasiy sayang.,IPS,Subtitution Error
Ibuku tidak pernah mengeluh.,Ibuku tidak pernzh mengeluh.,IPS,Subtitution Error
Ibu tidak pilih kasih.,Ibu tidak pilix kasih.,IPS,Subtitution Error
Tidak membeda-bedakan anak-anaknya.,Tidak membeda-bedakan anak-anaknwa.,IPS,Subtitution Error
Anak-anak diperlakukan adil.,Anak-anak diperlakukan xdil.,IPS,Subtitution Error
Semua mendapat kasih sayang.,Semua mendapat kasiy sayang.,IPS,Subtitution Error
Semua dididik dengan baik.,Semua dididik dengyn baik.,IPS,Subtitution Error
Saya dan saudaraku berprestasi.,Saya dan saudarazu berprestasi.,IPS,Subtitution Error
Selalu mendapat rangking satu.,Selalu mendapat rangzing satu.,IPS,Subtitution Error
Semua berkat jasa ibuku.,Semua berkat wasa ibuku.,IPS,Subtitution Error
Semua berkat jasa ayahku.,Semua berkat wasa ayahku.,IPS,Subtitution Error
Ibuku pandai mengatur keuangan.,Ibuku pandai mewgatur keuangan.,IPS,Subtitution Error
Uang diberikan oleh ayahku.,Uang diberikan xleh ayahku.,IPS,Subtitution Error
Ibuku mengelola uang sebaik-baiknya.,Ibuku mengelola xang sebaik-baiknya.,IPS,Subtitution Error
Ibuku mengatur pemasukan.,Ibuku mengatur pemasukwn.,IPS,Subtitution Error
Ibuku mengatur pengeluaran.,Ibuku mengatur pengeluaraw.,IPS,Subtitution Error
Ibu berbelanja secara hemat.,Ibu berbelanja secaya hemat.,IPS,Subtitution Error
Membeli barang sesuai kebutuhan.,Membeli barang sesuyi kebutuhan.,IPS,Subtitution Error
Selalu menyisakan uang belanja.,Selalu menyisakan xang belanja.,IPS,Subtitution Error
Kedudukanku sebagai anak.,Kedudukanku sebagai wnak.,IPS,Subtitution Error
Sebagai anak harus rajin.,Sebagai anak haruy rajin.,IPS,Subtitution Error
Rajin dalam belajar.,Rajin dalam belazar.,IPS,Subtitution Error
Anak harus patuh.,Anak harus patuy.,IPS,Subtitution Error
Anak harus taat.,Anak harus vaat.,IPS,Subtitution Error
Taat pada orang tua.,Taat pada orany tua.,IPS,Subtitution Error
Mendengarkan nasihat ayah.,Mendengarkan nasihat vyah.,IPS,Subtitution Error
Melaksanakan perintah ibu.,Melaksanakan perintah wbu.,IPS,Subtitution Error
Jadi anak harus baik.,Jadi anak haruy baik.,IPS,Subtitution Error
Mau membantu orang tua.,Mau membantu orany tua.,IPS,Subtitution Error
"Jika rajin, orang tua senang, cerita ujang.","Jika rajin, orang tua senang, cerita ujany.",IPS,Subtitution Error
Dulu saya diajak teman-teman.,Dulu saya diajyk teman-teman.,IPS,Subtitution Error
Diajak mencuri mangga.,Diajak mencuri mangxa.,IPS,Subtitution Error
Mangga miliki pak karta.,Mangga miliki wak karta.,IPS,Subtitution Error
Tapi saya menolaknya.,Tapi saya menolakvya.,IPS,Subtitution Error
Mencuri itu tidak baik.,Mencuri itu tiday baik.,IPS,Subtitution Error
Dapat merugikan diri sendiri.,Dapat merugikan wiri sendiri.,IPS,Subtitution Error
Juga merugikan orang lain.,Juga merugikan orany lain.,IPS,Subtitution Error
Mencuri merugikan orang tua.,Mencuri merugikan orany tua.,IPS,Subtitution Error
"Jika kita mencuri, nama orang tua kita tercemar.","Jika xita mencuri, nama orang tua kita tercemar.",IPS,Subtitution Error
Nama baiknya jadi rusak.,Nama baiknya xadi rusak.,IPS,Subtitution Error
Orang tua jadi sedih.,Orang tua xadi sedih.,IPS,Subtitution Error
Anak harus menjaga nama orang tua.,Anak harus menjaga nara orang tua.,IPS,Subtitution Error
Baiklah saya berjanji.,Baiklah saya bevjanji.,IPS,Subtitution Error
Saya akan berperilaku baik.,Saya akan berperilakx baik.,IPS,Subtitution Error
Untuk menjaga nama keluarga.,Untuk menjaga wama keluarga.,IPS,Subtitution Error
Menjaga nama baik orang tua.,Menjaga nama baik ortng tua.,IPS,Subtitution Error
"Agar orang tua senang, janji lan.","Agar orang tua setang, janji lan.",IPS,Subtitution Error
Tuliskan pekerjaan ayahmu.,Tuliskan pekerjaan ayahxu.,IPS,Subtitution Error
Tuliskan pekerjaan ibumu.,Tuliskan pekerjaan ibumx.,IPS,Subtitution Error
Tuliskan kegiatanmu.,Tuwiskan kegiatanmu.,IPS,Subtitution Error
Pak lesmana datang.,Pak lesmana datayg.,IPS,Subtitution Error
Beliau ikut bercerita.,Beliau ikut berceriva.,IPS,Subtitution Error
Kalian sedang bercerita ya?,Kalian sedang berceriva ya?,IPS,Subtitution Error
Kami sedang bercerita.,Kami sedang berceriva.,IPS,Subtitution Error
Bercerita peran di keluarga.,Bercerita peran vi keluarga.,IPS,Subtitution Error
Bercerita kedudukan di keluarga.,Bercerita kedudukan vi keluarga.,IPS,Subtitution Error
Tapi ada yang membingungkan.,Tapi ada wang membingungkan.,IPS,Subtitution Error
Ayahku kepala keluarga.,Ayahku kepala kevuarga.,IPS,Subtitution Error
Perannya mencari nafkah.,Perannya mencari nafkyh.,IPS,Subtitution Error
Tapi mengapa ayah juga memasak?,Tapi mengapa ayah jura memasak?,IPS,Subtitution Error
Kedudukan bisa berubah-ubah.,Kedudukan bisa berubah-ubzh.,IPS,Subtitution Error
Kedudukan ayah kepala keluarga.,Kedudukan ayah kepaya keluarga.,IPS,Subtitution Error
Peran ayah bisa berubah-ubah.,Peran ayah xisa berubah-ubah.,IPS,Subtitution Error
Ibu sedang berhalangan.,Ibu sedang berhalangaw.,IPS,Subtitution Error
Ayah menggantikan peran ibu.,Ayah menggantikan peray ibu.,IPS,Subtitution Error
Ayahjuga mencuci.,Ayahzuga mencuci.,IPS,Subtitution Error
Ayah juga memasak.,Ayah juga memayak.,IPS,Subtitution Error
Ibu ana dokter.,Ibu ana doktzr.,IPS,Subtitution Error
Namanya ibu siska.,Namanya ibu siskx.,IPS,Subtitution Error
Beliau bertugas di rumah sakit.,Beliau bertugas di rusah sakit.,IPS,Subtitution Error
Beliau setiap hari bertugas.,Beliau setiap xari bertugas.,IPS,Subtitution Error
Jika tugasnya malam.,Jika tugasnya malaw.,IPS,Subtitution Error
Tidak bisa mengurusi rumah.,Tidak bisa menguruwi rumah.,IPS,Subtitution Error
Ayah ana menggantikannya.,Ayah ana menggantikwnnya.,IPS,Subtitution Error
Menggantikan peran ibu.,Menggantikan peran wbu.,IPS,Subtitution Error
Memasak untuk keluarga.,Memasak untuk kevuarga.,IPS,Subtitution Error
Membersihkan rumah.,Membersihkgn rumah.,IPS,Subtitution Error
Beliau tidak mengeluh.,Beliau tidak mevgeluh.,IPS,Subtitution Error
Lan akan bercerita.,Lan akan berceriva.,IPS,Subtitution Error
Lan punya sepupu.,Lan punya sepuxu.,IPS,Subtitution Error
Beto ditinggal bekerja ayahnya.,Beto ditinggal bekezja ayahnya.,IPS,Subtitution Error
Bekerja di luar kota.,Bekerja di xuar kota.,IPS,Subtitution Error
Bekerja dalam waktu lama.,Bekerja dalam wakty lama.,IPS,Subtitution Error
Ayah beto sering mengirim uang.,Ayah beto sering meugirim uang.,IPS,Subtitution Error
Uang hasil bekerja.,Uang hasil bekezja.,IPS,Subtitution Error
Tapi kadang-kadang telat.,Tapi kadang-kadang telax.,IPS,Subtitution Error
Ibu beto sering juga bekerja.,Ibu beto sering jura bekerja.,IPS,Subtitution Error
Membantu mencari nafkah.,Membantu mencari nafkyh.,IPS,Subtitution Error
Agar kebutuhan terpenuhi.,Agar kebutuhan terpenuwi.,IPS,Subtitution Error
Ibu beto membuat kue.,Ibu beto membzat kue.,IPS,Subtitution Error
Kue dijual ke warung-warung.,Kue dijual ve warung-warung.,IPS,Subtitution Error
Beto membantu ibunya.,Beto membantu ibunza.,IPS,Subtitution Error
Beto menjual kue.,Beto menjual wue.,IPS,Subtitution Error
Pagi-pagi sekali beto bangun.,Pagi-pagi sekali xeto bangun.,IPS,Subtitution Error
Beto membuat kue-kue.,Beto membuat kue-wue.,IPS,Subtitution Error
Beta tidak pernah mengeluh.,Beta tidak pernzh mengeluh.,IPS,Subtitution Error
Beto membantu mencari nafkah.,Beto membantu mevcari nafkah.,IPS,Subtitution Error
Diskusikan dengan kelompokmu.,Diskusikan dengan kelompovmu.,IPS,Subtitution Error
Coba kemukakan pendapatmu.,Coba kemukakan pendapawmu.,IPS,Subtitution Error
"Apa pendapatmu, jika ibumu bekerja?","Apa pendapatmu, jika ibrmu bekerja?",IPS,Subtitution Error
Keluarga yang terdiri keluarga inti ditambah anggota lain.,Keluarga yang terdiri keluarga inti ditambah anggyta lain.,IPS,Subtitution Error
Anak sulung adalah anak pertama.,Anak sulung adalah anrk pertama.,IPS,Subtitution Error
Anak bungsu adalah anak terakhir.,Anak bungsu adalah anrk terakhir.,IPS,Subtitution Error
Keluarga bagian terkecil masyarakat.,Keluarga bagian tevkecil masyarakat.,IPS,Subtitution Error
Anggota keluarga punya kedudukan.,Anggota keluarga punyx kedudukan.,IPS,Subtitution Error
Ayah sebagai kepala keluarga.,Ayah sebagai kepaya keluarga.,IPS,Subtitution Error
Ibu sebagai pengurus rumah.,Ibu sebagai pevgurus rumah.,IPS,Subtitution Error
Anggota keluarga punya peran.,Anggota keluarga punyx peran.,IPS,Subtitution Error
Peran anggota keluarga berbeda-beda.,Peran anggota kevuarga berbeda-beda.,IPS,Subtitution Error
Ayah mencari nafkah.,Ayah mencari nafkyh.,IPS,Subtitution Error
Anak membantu orang tua.,Anak membantu orany tua.,IPS,Subtitution Error
Kedudukan harus dijalankan sebaik-baiknya.,Kedudukan harus dijalanvan sebaik-baiknya.,IPS,Subtitution Error
Peran harus dijalankan sebaik-baiknya.,Peran harus dijalanvan sebaik-baiknya.,IPS,Subtitution Error
Apa manfaat silsilah keluarga?,Apa manfaat silsylah keluarga?,IPS,Subtitution Error
Apa keluarga inti itu?,Apa keluarga wnti itu?,IPS,Subtitution Error
Apa peran ayah di keluarga?,Apa peran ayah qi keluarga?,IPS,Subtitution Error
"Jika ayah tidak ada, siapa yang menggantikan perannya?","Jika ayah tidak ada, siapa yang menggantikwn perannya?",IPS,Subtitution Error
Apa peran ibu di keluarga?,Apa peran ibu qi keluarga?,IPS,Subtitution Error
Agar keluarga jadi bahagia.,Agar keluarga xadi bahagia.,IPS,Subtitution Error
Agar keluarga hidup rukun.,Agar keluarga hiduy rukun.,IPS,Subtitution Error
Jika peran tidak dilaksanakan.,Jika peran tiday dilaksanakan.,IPS,Subtitution Error
Jika kedudukan tidak dilaksanakan.,Jika kedudukan tiday dilaksanakan.,IPS,Subtitution Error
Keluarga tidak rukun.,Keluarga tidak rukux.,IPS,Subtitution Error
Keluarga menjadi berantakan.,Keluarga menjadi berantavan.,IPS,Subtitution Error
Anak harus menjalankan perannya.,Anak harus menjalankav perannya.,IPS,Subtitution Error
Peran anak membantu orang tua.,Peran anak membantu ortng tua.,IPS,Subtitution Error
Anak harus rajin.,Anak harus rajiy.,IPS,Subtitution Error
Anak harus baik.,Anak harus xaik.,IPS,Subtitution Error
Agar orang tua senang.,Agar orang wua senang.,IPS,Subtitution Error
Meskipun orang tuanya tidak ada.,Meskipun orang tuanya tisak ada.,IPS,Subtitution Error
"Nah, sekarang giliranmu.","Nah, sekarang giliranwu.",IPS,Subtitution Error
Coba kemukakan peranmu sebagai anak.,Coba kemukakan peranmu seuagai anak.,IPS,Subtitution Error
Berikut contoh peran anak yang baik.,Berikut contoh peran anrk yang baik.,IPS,Subtitution Error
Apakah kamu sudah melakukannya?,Apakah kamu suday melakukannya?,IPS,Subtitution Error
Ataukah kamu belum melakukannya?,Ataukah kamu beluy melakukannya?,IPS,Subtitution Error
Membersihkan kamar tidur sendiri.,Membersihkan kamar tiduy sendiri.,IPS,Subtitution Error
Mencuci seragam sekolah sendiri.,Mencuci seragam sevolah sendiri.,IPS,Subtitution Error
Tidak membantah perintah orang tua.,Tidak membantah perintah ortng tua.,IPS,Subtitution Error
Mengunci pintu jika orang tua pergi.,Mengunci pintu jika ortng tua pergi.,IPS,Subtitution Error
Bersikap sopan jika menerima tamu.,Bersikap sopan jika meuerima tamu.,IPS,Subtitution Error
Kamu telah mempelajari keluarga.,Kamu telah mempelajarw keluarga.,IPS,Subtitution Error
Apa saja yang belum kamu lakukan?,Apa saja yang besum kamu lakukan?,IPS,Subtitution Error
Ayo buatlah tabel mengenai peran dan kedudukan orang tua.,Ayo buatlah tabel mengenai peran dan kedudukzn orang tua.,IPS,Subtitution Error
Gunakan kertas karton berukuran 20 centimeter x 30 centimeter.,Gunakan kertas karton berukuran 20 centimetwr x 30 centimeter.,IPS,Subtitution Error
Buatlah seperti contoh berikut.,Buatlah seperti contyh berikut.,IPS,Subtitution Error
Ceritakan tabel yang sudah kamu buat di depan kelas.,Ceritakan tabel yang sudah kamu buat vi depan kelas.,IPS,Subtitution Error
Mintalah bantuan kepada teman dan gurumu untuk menyimpulkan.,Mintalah bantuan kepada teman dan gurumu untux menyimpulkan.,IPS,Subtitution Error
Ceritakan pula kedudukan dan peran anggota keluarga lain yang ada di rumahmu.,Ceritakan pula kedudukan dan peran anggota kevuarga lain yang ada di rumahmu.,IPS,Subtitution Error
Setiap orang punya pengalaman.,Setiap orang punyx pengalaman.,IPS,Subtitution Error
Pengalaman melaksanakan perannya.,Pengalaman melaksanakan peraznya.,IPS,Subtitution Error
Melaksanakan peran merupakan kewajiban.,Melaksanakan peran merupakwn kewajiban.,IPS,Subtitution Error
Peran dilaksanakan sesuai kedudukan.,Peran dilaksanakan sesuyi kedudukan.,IPS,Subtitution Error
Kita di rumah sebagai anak.,Kita di rumah seuagai anak.,IPS,Subtitution Error
Anak wajib membantu orang tua.,Anak wajib membantu ortng tua.,IPS,Subtitution Error
Apa saja peranmu di rumah?,Apa saja peranmu qi rumah?,IPS,Subtitution Error
Kemarin saya membantu ayah.,Kemarin saya mevbantu ayah.,IPS,Subtitution Error
Membantu ayah membersihkan halaman.,Membantu ayah membersihkgn halaman.,IPS,Subtitution Error
Berarti kamu telah melaksanakan peranmu.,Berarti kamu telah melaksanakvn peranmu.,IPS,Subtitution Error
"Hal itu sesuai pelajaran kali ini, yaitu pengalaman.","Hal itu sesuai pelajaran kali ini, yaitx pengalaman.",IPS,Subtitution Error
Ayah lan mau pergi.,Ayah lan wau pergi.,IPS,Subtitution Error
Lan kelihatan cemberut.,Lan kelihatan cevberut.,IPS,Subtitution Error
Ayah harus lembur.,Ayah harus lembzr.,IPS,Subtitution Error
Banyak pekerjaan di kantor.,Banyak pekerjaan vi kantor.,IPS,Subtitution Error
"Ayah akan dipecat, jika pekerjaan tidak selesai.","Ayah akan dipecat, jika pekerjaan tidak seleyai.",IPS,Subtitution Error
Ayah tidak dapat uang.,Ayah tidak dapax uang.,IPS,Subtitution Error
Akhirnya lan mengerti.,Akhirnya lan mevgerti.,IPS,Subtitution Error
Lan mengizinkan ayahnya bekerja.,Lan mengizinkan ayahwya bekerja.,IPS,Subtitution Error
Ayah lan berangkat.,Ayah lan berangkwt.,IPS,Subtitution Error
Beliau berpamitan dulu.,Beliau berpamitan wulu.,IPS,Subtitution Error
Pamit pada ibu.,Pamit pada wbu.,IPS,Subtitution Error
Pamit pada lan.,Pamit pada wan.,IPS,Subtitution Error
Ibu lan ke dapur.,Ibu lan ve dapur.,IPS,Subtitution Error
Ibu sedang masak.,Ibu sedang masax.,IPS,Subtitution Error
Ibu masak sayur asem.,Ibu masak sayux asem.,IPS,Subtitution Error
Lan selesai makan.,Lan selesai makax.,IPS,Subtitution Error
Ibu lan ke sumur.,Ibu lan ve sumur.,IPS,Subtitution Error
Beliau mencuci pakaian.,Beliau mencuci pakayan.,IPS,Subtitution Error
Lan membantunya.,Wan membantunya.,IPS,Subtitution Error
Ibu lan merendam pakaian.,Ibu lan merezdam pakaian.,IPS,Subtitution Error
Beliau mengucek-ucek pakaian.,Beliau mengucek-ucek pakayan.,IPS,Subtitution Error
Kemudian membilas pakaian.,Kemudian membilas pakayan.,IPS,Subtitution Error
Lan membantu ibunya.,Lan membantu ibunza.,IPS,Subtitution Error
Lan memberi pewangi.,Lan memberi peuangi.,IPS,Subtitution Error
Agar pakaiannya wangi.,Agar pakaiannya wangy.,IPS,Subtitution Error
Lan menjemur pakaian.,Lan menjemur pakayan.,IPS,Subtitution Error
Agar cepat kering.,Agar cepat kerizg.,IPS,Subtitution Error
Ibu setiap hari memasak.,Ibu setiap xari memasak.,IPS,Subtitution Error
Setiap hari mencuci.,Setiap hari menczci.,IPS,Subtitution Error
Lan selesai membantu mencuci.,Lan selesai mevbantu mencuci.,IPS,Subtitution Error
Lan pergi ke halaman.,Lan pergi ve halaman.,IPS,Subtitution Error
Lan pergi ke gudang.,Lan pergi ve gudang.,IPS,Subtitution Error
Gudang tempat menyimpan barang-barang.,Gudang tempat menyimpun barang-barang.,IPS,Subtitution Error
Lan mengambil sapu.,Lan mengambil xapu.,IPS,Subtitution Error
Lan menyapu halaman.,Lan menyapu halayan.,IPS,Subtitution Error
Lan melakukannya dengan senang.,Lan melakukannya dengyn senang.,IPS,Subtitution Error
"Setelah halaman bersih, lan mengepel lantai.","Setelah halaman bersih, lar mengepel lantai.",IPS,Subtitution Error
Kamu mau membantu ibu.,Kamu mau mevbantu ibu.,IPS,Subtitution Error
Lan selesai membantu ibu.,Lan selesai mevbantu ibu.,IPS,Subtitution Error
Ujang dan ana datang.,Ujang dan vna datang.,IPS,Subtitution Error
Membantu orang tua adalah peran anak.,Membantu orang tua adslah peran anak.,IPS,Subtitution Error
"Kemarin saya pergi, tapi tidak pamit.","Kemarin saya pergi, tari tidak pamit.",IPS,Subtitution Error
Orang tuaku sedih.,Orang tuaku sediy.,IPS,Subtitution Error
Mereka mencari-cariku.,Mereya mencari-cariku.,IPS,Subtitution Error
Pintu rumah kuketok.,Pintu rumah kukeyok.,IPS,Subtitution Error
Ibuku membuka pintu.,Ibuku membuka pinty.,IPS,Subtitution Error
Saya pulang.,Vaya pulang.,IPS,Subtitution Error
Ibuku senang.,Ibukx senang.,IPS,Subtitution Error
Ayahku juga senang.,Ayahku juga senayg.,IPS,Subtitution Error
Sebelum pergi harus pamit.,Sebelum pergi haruy pamit.,IPS,Subtitution Error
Agar ayah tidak bingung.,Agar ayah tiday bingung.,IPS,Subtitution Error
Saya mengangguk.,Vaya mengangguk.,IPS,Subtitution Error
Saya minta maaf.,Saya minta waaf.,IPS,Subtitution Error
Saya berjanji.,Vaya berjanji.,IPS,Subtitution Error
Orang tuaku tersenyum.,Orang tuaku tersenyvm.,IPS,Subtitution Error
"Beliau memaafkan saya, ujang mengakhiri ceritanya.","Beliau memaafkan saya, ujsng mengakhiri ceritanya.",IPS,Subtitution Error
Mengapa ketika pergi harus memberitahu orang tua?,Mengapa ketika pergi harus memberitahu orang wua?,IPS,Subtitution Error
Bercerita pengalaman melaksanakan peran.,Bercerita pengalaman melaksanakvn peran.,IPS,Subtitution Error
Ceritaku berbeda dengan ujang.,Ceritaku berbeda dengyn ujang.,IPS,Subtitution Error
Saya melaksanakan peranku.,Saya melaksanakan pevanku.,IPS,Subtitution Error
Saya juga sibuk.,Saya juga sibuy.,IPS,Subtitution Error
Semua pekerjaan telah selesai.,Semua pekerjaan telay selesai.,IPS,Subtitution Error
Saya pergi ke halaman.,Saya pergi ve halaman.,IPS,Subtitution Error
Ayahku sedang sibuk.,Ayahku sedang sibuy.,IPS,Subtitution Error
Ayahku membersihkan rumput.,Ayahku membersihkan rumpyt.,IPS,Subtitution Error
Rumput tumbuh di halaman.,Rumput tumbuh vi halaman.,IPS,Subtitution Error
Halamanku jadi kotor.,Halamanku jadi kotox.,IPS,Subtitution Error
Halamanku tidak rapi.,Halamanku tidak xapi.,IPS,Subtitution Error
