kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Lagerstroemia speciosa merupakan jenis dengan inp tertinggi (tabel 2).,Lagerstroemia speciosa merupakan jenis dengan inp ertinggi (tabel 2).,Bahasa Indonesia,Deletion Error
"Tingginya inp menunjukkan jenis tersebut memiliki tingkat kepentingan yang tinggi terhadap pemanfaatan unsur hara, tempat tumbuh, dan persebaran sehingga jumlahnya melimpah di lapangan (sidiyasa, 2012; atmoko & sidiyasa, 2008).","Tingginya inp menunjukkan jenis tersebut memiliki tinkat kepentingan yang tinggi terhadap pemanfaatan unsur hara, tempat tumbuh, dan persebaran sehingga jumlahnya melimpah di lapangan (sidiyasa, 2012; atmoko & sidiyasa, 2008).",Bahasa Indonesia,Deletion Error
"Hal tersebut secara konsisten ditunjukkan dalam tabel 2 bahwa jenis ini memiliki nilai tertinggi dalam hal kerapatan relatif, frekuensi relatif, dan dominansi relatif.","Hal tersebut secara konsisten ditunjukkan dalam tabl 2 bahwa jenis ini memiliki nilai tertinggi dalam hal kerapatan relatif, frekuensi relatif, dan dominansi relatif.",Bahasa Indonesia,Deletion Error
"Menurut hashim dan hughes (2010), hal tersebut dapat dipahami karena lagerstroemia speciosa merupakan pohon spesialis hutan riparian dan memiliki tingkat pertumbuhan yang lebih cepat dibandingkan jenis lainnya.","Menurut hashim dan hughes (2010), hal terebut dapat dipahami karena lagerstroemia speciosa merupakan pohon spesialis hutan riparian dan memiliki tingkat pertumbuhan yang lebih cepat dibandingkan jenis lainnya.",Bahasa Indonesia,Deletion Error
"Selain faktor tersebut, lagerstromia speciosa juga memiliki struktur biji bersayap (keßler dan sidiyasa, 1999).","Selain faktor tersebut, lagerstromia speciosa juga memliki struktur biji bersayap (keßler dan sidiyasa, 1999).",Bahasa Indonesia,Deletion Error
Penyebaran biji dengan struktur demikian umumnya dibantu angin sehingga mampu mencakup wilayah yang luas.,Penyebaran biji dengan struktur demikian umumnya dibntu angin sehingga mampu mencakup wilayah yang luas.,Bahasa Indonesia,Deletion Error
"Pada tingkat pancang, vegetasi tersusun dari 97 jenis, 76 genus, dan 41 suku.","Pada tingkat pancang, vegetasi tersusun dari 9 jenis, 76 genus, dan 41 suku.",Bahasa Indonesia,Deletion Error
"Pada tingkatan ini, beberapa suku seperti leguminosae, leeaceae, dilleniaceae, euphorbiaceae, dan myrtaceae diketahui tumbuh dominan.","Pada tingkatan ini, beberapa suku seperti legminosae, leeaceae, dilleniaceae, euphorbiaceae, dan myrtaceae diketahui tumbuh dominan.",Bahasa Indonesia,Deletion Error
Jenis fordia splendidissima merupakan jenis dengan inp tertinggi (tabel 2).,Jenis fordia splendidissima merupakan jenis dengan np tertinggi (tabel 2).,Bahasa Indonesia,Deletion Error
"Selanjutnya di tingkat semai, komposisi vegetasi terdiri dari 55 jenis, 45 genus, dan 30 suku dengan pterospermum diversifolium sebagai jenis dengan tingkat kepentingan tertinggi (tabel 3).","Selanjutnya di tingkat semai, komposisi vegetasi teriri dari 55 jenis, 45 genus, dan 30 suku dengan pterospermum diversifolium sebagai jenis dengan tingkat kepentingan tertinggi (tabel 3).",Bahasa Indonesia,Deletion Error
"Hasil penelitian menunjukkan bahwa terdapat kecenderungan dimana jumlah jenis, genus, dan suku pada tingkat pancang lebih banyak daripada jumlah tersebut di tingkat semai.","Hasil penelitian menunjukkan bahwa terdapat kecenderungan dimna jumlah jenis, genus, dan suku pada tingkat pancang lebih banyak daripada jumlah tersebut di tingkat semai.",Bahasa Indonesia,Deletion Error
"Tetapi, jumlah genus dan suku cenderung menurun dari pancang ke pohon.","Tetapi, jumlah genus dan suku cenderung menrun dari pancang ke pohon.",Bahasa Indonesia,Deletion Error
"Kondisi demikian dapat dijelaskan dengan mengaitkannya dengan keberadaan jenis pionir dan jenis asli (hidayat, 2013).","Kondisi demikian dapat dijelaskan denan mengaitkannya dengan keberadaan jenis pionir dan jenis asli (hidayat, 2013).",Bahasa Indonesia,Deletion Error
Hutan tepi sungai menamang diperkirakan pernah mengalami gangguan di masa lalu sehingga sekarang hutan ini dapat diklasifikasikan sebagai hutan sekunder.,Hutan tepi sungai menamang diperkirakan pernah menalami gangguan di masa lalu sehingga sekarang hutan ini dapat diklasifikasikan sebagai hutan sekunder.,Bahasa Indonesia,Deletion Error
Pada tipe hutan ini jenisjenis pionir dan semak umum ditemukan.,Pada tipe hutan ini jenisjenis pionir an semak umum ditemukan.,Bahasa Indonesia,Deletion Error
"Beberapa jenis pohon seperti lagerstroemia speciosa, macaranga, dan kehadiran fordia splendidissima mendukung kondisi tersebut (yassir et al., 2010; hashim dan hughes, 2010).","Beberapa jenis pohon seperti lagerstroemia speciosa, mcaranga, dan kehadiran fordia splendidissima mendukung kondisi tersebut (yassir et al., 2010; hashim dan hughes, 2010).",Bahasa Indonesia,Deletion Error
"Seiring dengan proses pertumbuhan, jenis-jenis pionir akan tumbuh bersamaan dengan jenis-jenis asli sehingga jumlah jenis, marga, dan suku akan bertambah (hidayat, 2013).","Seiring dengan proses pertumbuhan, jenis-jenis pionir aka tumbuh bersamaan dengan jenis-jenis asli sehingga jumlah jenis, marga, dan suku akan bertambah (hidayat, 2013).",Bahasa Indonesia,Deletion Error
Fenomena ini tampaknya terus berlangsung sampai ke tingkat pohon dimana jumlah jenis pada tingkat ini lebih banyak daripada jumlah jenis di tingkat pancang.,Fenomena ini tampaknya terus berlangsung sampai k tingkat pohon dimana jumlah jenis pada tingkat ini lebih banyak daripada jumlah jenis di tingkat pancang.,Bahasa Indonesia,Deletion Error
"Walaupun demikian, pertambahan jenis tampaknya hanya berasal dari marga atau suku yang sama.","Walaupun demikian, pertambahan jenis tampaknya hanya bersal dari marga atau suku yang sama.",Bahasa Indonesia,Deletion Error
"Sehingga, pada tingkat pohon jumlah marga dan suku tidak bertambah atau cenderung menurun.","Sehingga, pada tingkat pohon jumlah marga an suku tidak bertambah atau cenderung menurun.",Bahasa Indonesia,Deletion Error
"Selama penelitian tercatat 900 pohon, 885 pancang, dan 1.069 semai.","Selama penelitian tercatat 900 pohon, 885 panang, dan 1.069 semai.",Bahasa Indonesia,Deletion Error
"Hasil tersebut mencerminkan bahwa regenerasi pohon-pohon di lokasi penelitian cukup ideal dimana jumlah semai lebih banyak dibandingkan pancang (sidiyasa, 2009).","Hasil tersebut mencerminkan bahwa regenerasi pohon-pohon d lokasi penelitian cukup ideal dimana jumlah semai lebih banyak dibandingkan pancang (sidiyasa, 2009).",Bahasa Indonesia,Deletion Error
Rendahnya jumlah pancang diduga berkaitan dengan kondisi topografi yang landai.,Rendahnya jumlah pancang diduga berkaitan dengan konisi topografi yang landai.,Bahasa Indonesia,Deletion Error
"Pada musim hujan, kondisi hutan sebagian besar akan tergenang air dalam waktu yang cukup lama.","Pada musim hujan, kondisi hutan sebagian besr akan tergenang air dalam waktu yang cukup lama.",Bahasa Indonesia,Deletion Error
Hal tersebut tentunya dapat mempengaruhi proses pertumbuhan dan perkembangan semai yang selanjutnya berpengaruh terhadap jumlah pancang.,Hal tersebut tentunya dapat mempengaruhi proses perumbuhan dan perkembangan semai yang selanjutnya berpengaruh terhadap jumlah pancang.,Bahasa Indonesia,Deletion Error
"Hutan tepi sungai menamang merupakan hutan sekunder yang dicirikan dengan kerapatan pohon 300 pohon/ha dan basal area 12,34 m2/ha.","Hutan tepi sungai menamang merupakan hutan seknder yang dicirikan dengan kerapatan pohon 300 pohon/ha dan basal area 12,34 m2/ha.",Bahasa Indonesia,Deletion Error
"Menurut ancrenaz et al. (2004), kondisi kerapatan dan basal area tersebut termasuk kategori rendah.","Menurut ancrenaz et al. (2004), kondisi kerpatan dan basal area tersebut termasuk kategori rendah.",Bahasa Indonesia,Deletion Error
Pohon-pohon di lokasi penelitian menyebar pada berbagai kelas diameter dan didominasi oleh pohon-pohon berdiameter ?10-20 cm (551 pohon) (gambar 3).,Pohon-pohon di lokasi penelitian menyebar pada erbagai kelas diameter dan didominasi oleh pohon-pohon berdiameter ?10-20 cm (551 pohon) (gambar 3).,Bahasa Indonesia,Deletion Error
"Beberapa jenis pohon berdiameter besar dengan diameter ? 70 cm yang teridentifikasi adalah lagerstroemia speciosa, dracontomelon dao, antiaris toxicaria, dan ixonanthes reticulata.","Beberapa jenis pohon berdiaeter besar dengan diameter ? 70 cm yang teridentifikasi adalah lagerstroemia speciosa, dracontomelon dao, antiaris toxicaria, dan ixonanthes reticulata.",Bahasa Indonesia,Deletion Error
Kondisi hutan yang terbuka merupakan salah satu faktor penyebab dominannya pohon dengan diameter kecil.,Kondisi hutan yang terbuka merupakan salah sat faktor penyebab dominannya pohon dengan diameter kecil.,Bahasa Indonesia,Deletion Error
"Seperti diketahui, vegetasi tepi sungai menamang memiliki tutupan kanopi yang kurang rapat sehingga memungkinkan sinar matahari menembus lantai hutan.","Seperti diketahui, vegetasi tepi sungai menamang memliki tutupan kanopi yang kurang rapat sehingga memungkinkan sinar matahari menembus lantai hutan.",Bahasa Indonesia,Deletion Error
"Kondisi ini akan merangsang proses regenerasi benih-benih pohon yang toleran terhadap sinar matahari sehingga pohon-pohon berdiameter kecil umum ditemukan (sidiyasa, 2009).","Kondisi ini akan merangsang proses regenerasi benh-benih pohon yang toleran terhadap sinar matahari sehingga pohon-pohon berdiameter kecil umum ditemukan (sidiyasa, 2009).",Bahasa Indonesia,Deletion Error
"Tinggi pohon di lokasi penelitian umumnya menyebar pada rentang 135 m dan memiliki rerata 13,65 m (sd 3,59).","Tinggi pohon di lokasi penelitian umumnya menebar pada rentang 135 m dan memiliki rerata 13,65 m (sd 3,59).",Bahasa Indonesia,Deletion Error
Pohon-pohon dengan ketinggian kurang dari 15 m memiliki jumlah yang melimpah (536 pohon).,Pohon-pohon dengan ketinggian kurang dari 15  memiliki jumlah yang melimpah (536 pohon).,Bahasa Indonesia,Deletion Error
Keberadaan pohon-pohon dengan ketinggian lebih dari 35 m tidak banyak ditemukan.,Keberadaan pohon-pohon dengan ketinggian lebih dari 3 m tidak banyak ditemukan.,Bahasa Indonesia,Deletion Error
"Terdapat satu jenis pohon dengan ketinggian lebih dari 35 m, yaitu ixonanthes reticulata.","Terdapat satu jenis pohon dengan ketinggian lebh dari 35 m, yaitu ixonanthes reticulata.",Bahasa Indonesia,Deletion Error
Kecenderungan penambahan tinggi pohon yang berbanding lurus dengan penambahan kelas diameter dan berbanding terbalik dengan jumlah individu di lokasi penelitian (gambar 4).,Kecenderungan penambahan tinggi pohon yang berbanding lrus dengan penambahan kelas diameter dan berbanding terbalik dengan jumlah individu di lokasi penelitian (gambar 4).,Bahasa Indonesia,Deletion Error
Pola tersebut makin memperjelas bahwa hutan tepi sungai menamang didominasi oleh pohon-pohon yang relatif muda.,Pola tersebut makin memperjelas bahwa hutan tep sungai menamang didominasi oleh pohon-pohon yang relatif muda.,Bahasa Indonesia,Deletion Error
Orang utan memanfaatkan tumbuh-tumbuhan hutan sebagai sumber pakan.,Orang utan memanfaatkan tumbuh-tumbuhan hutan sebagai sumer pakan.,Bahasa Indonesia,Deletion Error
Beberapa jenis pohon di lokasi penelitian yang berpotensi sebagai pakan orang utan disajikan dalam tabel 4.,Beberapa jenis pohon di lokasi penelitian yan berpotensi sebagai pakan orang utan disajikan dalam tabel 4.,Bahasa Indonesia,Deletion Error
"Beberapa jenis pohon bahkan memiliki nilai inp tinggi baik pada tingkat pohon, pancang, dan semai.","Beberapa jenis pohon bahkan memiliki nilai np tinggi baik pada tingkat pohon, pancang, dan semai.",Bahasa Indonesia,Deletion Error
"Selain sebagai sumber pakan, tumbuh-tumbuhan hutan juga dimanfaatkan sebagai tempat bersarang.","Selain sebagai sumber pakan, tumbuh-tumbuhan hutan jug dimanfaatkan sebagai tempat bersarang.",Bahasa Indonesia,Deletion Error
"Selama observasi, sarang-sarang orang utan ditemukan pada pohon lagerstroemia speciosa, vitex pinnata, dracontomelon dao, dillenia excelsa, cananga odorata, dan macaranga gigantea.","Selama observasi, sarang-sarang orang utan ditemukan pda pohon lagerstroemia speciosa, vitex pinnata, dracontomelon dao, dillenia excelsa, cananga odorata, dan macaranga gigantea.",Bahasa Indonesia,Deletion Error
"Sarang-sarang tersebut terletak di cabang utama, ujung dahan, dan pucuk pohon.","Sarang-sarang tersebut terletak di cabang utama, ujug dahan, dan pucuk pohon.",Bahasa Indonesia,Deletion Error
"Umumnya, orang utan hanya membuat satu sarang pada satu pohon.","Umumnya, orang utan hanya membuat satu srang pada satu pohon.",Bahasa Indonesia,Deletion Error
Perjumpaan dengan sarang orang utan cukup menarik.,Perjumpaan dengan sarang orang utan cukup menrik.,Bahasa Indonesia,Deletion Error
Orang utan terlihat memanfaatkan jenis pohon yang sama sebagai sumber pakan dan tempat bersarang.,Orang utan terlihat memanfaatkan jenis pohon yan sama sebagai sumber pakan dan tempat bersarang.,Bahasa Indonesia,Deletion Error
"Namun, menurut prasetyo et al. (2009), orang utan umumnya cenderung menghindari perilaku tersebut.","Namun, menurut prasetyo et al. (2009), orag utan umumnya cenderung menghindari perilaku tersebut.",Bahasa Indonesia,Deletion Error
Fenomena yang terjadi diduga dipengaruhi oleh kondisi habitatnya.,Fenomena yang terjadi diduga dipengaruhi oleh konisi habitatnya.,Bahasa Indonesia,Deletion Error
"Saat ini, tutupan vegetasi tepi sungai menamang tidak kontinu dan terbuka.","Saat ini, tutupan vegetasi tepi sungai menmang tidak kontinu dan terbuka.",Bahasa Indonesia,Deletion Error
"Dalam kondisi lingkungan demikian, orang utan akan berusaha untuk meminimalkan pengeluaran energi yang digunakan sehingga pemanfaatan pohon pakan sebagai tempat bersarang sekaligus merupakan salah satu pilihan (russon, 2010).","Dalam kondisi lingkungan demikian, orang utan aka berusaha untuk meminimalkan pengeluaran energi yang digunakan sehingga pemanfaatan pohon pakan sebagai tempat bersarang sekaligus merupakan salah satu pilihan (russon, 2010).",Bahasa Indonesia,Deletion Error
Hutan yang makin menyempit dan terdegradasi di kalimantan timur menyebabkan orang utan kehilangan habitat dan sumber pakan.,Hutan yang makin menyempit dan terdegradasi d kalimantan timur menyebabkan orang utan kehilangan habitat dan sumber pakan.,Bahasa Indonesia,Deletion Error
"Sebagai akibatnya, frekuensi orang utan memasuki areal konsesi seperti perkebunan kelapa sawit meningkat.","Sebagai akibatnya, frekuensi orang utan memasuki real konsesi seperti perkebunan kelapa sawit meningkat.",Bahasa Indonesia,Deletion Error
"Di areal perkebunan kelapa sawit orang utan biasanya mencari sumber pakan alternatif, seperti umbut, untuk memenuhi kebutuhan nutrisinya.","Di areal perkebunan kelapa sawit orang uta biasanya mencari sumber pakan alternatif, seperti umbut, untuk memenuhi kebutuhan nutrisinya.",Bahasa Indonesia,Deletion Error
"Crop raiding tersebut memicu terjadinya konflik, seperti di puan cepak, kabupaten kutai kartanegara yang cenderung merugikan orang utan.","Crop raiding tersebut memicu terjadinya konflik, sperti di puan cepak, kabupaten kutai kartanegara yang cenderung merugikan orang utan.",Bahasa Indonesia,Deletion Error
"Berdasarkan hal tersebut, hutan tepi sungai menamang berperan penting untuk mencegah konflik antara orang utan dengan manusia.","Berdasarkan hal tersebut, hutan tepi sungai menmang berperan penting untuk mencegah konflik antara orang utan dengan manusia.",Bahasa Indonesia,Deletion Error
"Seiring dengan upaya perlindungan dan pengelolaan yang tepat, keberadaan pohon-pohon berpotensi pakan orang utan di lokasi penelitian akan tumbuh dan berkembang dengan baik sehingga dapat menyediakan buah-buahan yang merupakan sumber pakan utama orang utan.","Seiring dengan upaya perlindungan dan pengelolaan yang tepat, keberadaan pohon-pohon berpotensi pakan orang utan di lokasi penelitian akan tumbuh dan berkembang dengan baik sehingga dapat menyediakan buah-buahan yang merupkan sumber pakan utama orang utan.",Bahasa Indonesia,Deletion Error
Hutan tepi sungai menamang merupakan hutan sekunder yang me miliki kerapatan dan basal area yang rendah.,Hutan tepi sungai menamang merupakan hutan seknder yang me miliki kerapatan dan basal area yang rendah.,Bahasa Indonesia,Deletion Error
Keanekaragaman jenis pada tingkat semai tergolong sedang.,Keanekaragaman jenis pada tingkat semai tergolong sedng.,Bahasa Indonesia,Deletion Error
Pancang dan pohon me miliki keanekaragaman jenis yang tinggi.,Pancang dan pohon me miliki keanekaragaman jens yang tinggi.,Bahasa Indonesia,Deletion Error
"Indeks kemerataan jenis memiliki nilai 01, baik pada tingkat semai, pancang, dan pohon.","Indeks kemerataan jenis memiliki nilai 0, baik pada tingkat semai, pancang, dan pohon.",Bahasa Indonesia,Deletion Error
"Berdasarkan nilai inp, vegetasi tersusun oleh jenis-jenis dominan, yaitu lagerstroemia speciosa pada tingkat pohon, fordia splendidissima pada tingkat pancang, dan pterospermum diversifolium pada tingkat semai.","Berdasarkan nilai inp, vegetasi tersusun oleh jens-jenis dominan, yaitu lagerstroemia speciosa pada tingkat pohon, fordia splendidissima pada tingkat pancang, dan pterospermum diversifolium pada tingkat semai.",Bahasa Indonesia,Deletion Error
Pohon-pohon di dalam hutan didominasi oleh pohon berdiameter ?10-20 cm.,Pohon-phon di dalam hutan didominasi oleh pohon berdiameter ?10-20 cm.,Bahasa Indonesia,Deletion Error
"Sebagian besar, pohon-pohon di kawasan ini mempunyai tinggi.","Sebagian besar, pohon-pohon di kawasan ini memunyai tinggi.",Bahasa Indonesia,Deletion Error
"Penelitian ini memiliki keterbatasan karena hanya mengukur keanekaragaman, serta komposisi dan struktur vegetasi sehingga hasil yang diperoleh masih berupa informasi awal.","Penelitian ini memiliki keterbatasan karena hanya menukur keanekaragaman, serta komposisi dan struktur vegetasi sehingga hasil yang diperoleh masih berupa informasi awal.",Bahasa Indonesia,Deletion Error
"Untuk itu, diperlukan penelitian lanjutan yang berkaitan dengan keanekaragaman jenis pakan yang tidak terbatas pada pohon.","Untuk itu, diperlukan penelitian lanjutan yang beraitan dengan keanekaragaman jenis pakan yang tidak terbatas pada pohon.",Bahasa Indonesia,Deletion Error
"Selain itu, penelitian tentang karakteristik floristik pohon-pohon potensial pakan orang utan juga diperlukan karena dapat digunakan untuk mengetahui waktu berbuah serta kuantitasnya.","Selain itu, penelitian tentang karakteristik floristik phon-pohon potensial pakan orang utan juga diperlukan karena dapat digunakan untuk mengetahui waktu berbuah serta kuantitasnya.",Bahasa Indonesia,Deletion Error
Informasi mengenai populasi orang utan di lokasi penelitian juga perlu diketahui sehingga hasil penelitian mengenai karakteristik vegetasi dan keanekaragaman jenis pakan dapat digunakan untuk menaksir daya dukung kawasan terhadap populasi orang utan.,Informasi mengenai populasi orang utan di loksi penelitian juga perlu diketahui sehingga hasil penelitian mengenai karakteristik vegetasi dan keanekaragaman jenis pakan dapat digunakan untuk menaksir daya dukung kawasan terhadap populasi orang utan.,Bahasa Indonesia,Deletion Error
"Penulis mengucapkan terima kasih kepada rekan-rekan teknisi yang membantu pengumpulan data di lapangan, manajemen pt hamparan sentosa yang memberikan izin kepada tim peneliti untuk mengambil data, dan masyarakat desa menamang kanan yang bersedia menerima kehadiran tim peneliti dan membantu akomodasi.","Penulis mengucapkan terima kasih kepada rekan-rekan teknisi yang memantu pengumpulan data di lapangan, manajemen pt hamparan sentosa yang memberikan izin kepada tim peneliti untuk mengambil data, dan masyarakat desa menamang kanan yang bersedia menerima kehadiran tim peneliti dan membantu akomodasi.",Bahasa Indonesia,Deletion Error
"Seperti telah disebutkan di awal bab 6 ini, struktur karya ilmiah terdiri atas tiga bagian.","Seperti telah disebutkan di awal bab  ini, struktur karya ilmiah terdiri atas tiga bagian.",Bahasa Indonesia,Deletion Error
Berikut ini akan dibahas beberapa bagian penting dari struktur karya ilmiah.,Berikut ini akan dibahas beberapa bagian pening dari struktur karya ilmiah.,Bahasa Indonesia,Deletion Error
Judul dapat dengan jelas dan singkat menunjukkan isi karya ilmiah.,Judul dapat dengan jelas dan singkat mennjukkan isi karya ilmiah.,Bahasa Indonesia,Deletion Error
"Judul menunjukkan subjek penelitian, tujuan penelitian, metode penelitian, dan ruang lingkup atau batasan penelitian.","Judul menunjukkan subjek penelitian, tujuan penelitian, metde penelitian, dan ruang lingkup atau batasan penelitian.",Bahasa Indonesia,Deletion Error
"Penulisan judul dapat dilakukan dengan dua cara, yakni (1) menggunakan huruf kapital pada seluruh huruf judul; dan (2) menggunakan huruf kapital pada awal kata, kecuali kata tugas.","Penulisan judul dapat dilakukan dengan dua cra, yakni (1) menggunakan huruf kapital pada seluruh huruf judul; dan (2) menggunakan huruf kapital pada awal kata, kecuali kata tugas.",Bahasa Indonesia,Deletion Error
Nama penulis artikel ilmiah ditulis tanpa menggunakan gelar.,Nama penulis artikel ilmiah ditulis tanpa mengunakan gelar.,Bahasa Indonesia,Deletion Error
Nama belakang tidak boleh disingkat karena akan digunakan saat dikutip oleh orang yang menggunakan karya ilmiah tersebut sebagai acuan.,Nama belakag tidak boleh disingkat karena akan digunakan saat dikutip oleh orang yang menggunakan karya ilmiah tersebut sebagai acuan.,Bahasa Indonesia,Deletion Error
Afiliasi adalah nama institusi tempat penulis bekerja atau bersekolah.,Afiliasi adalah nama institusi tempat penulis bkerja atau bersekolah.,Bahasa Indonesia,Deletion Error
Abstrak berupa rangkuman karya ilmiah dalam satu paragraf singkat.,Abstrak berupa rangkuman karya ilmiah dalam sat paragraf singkat.,Bahasa Indonesia,Deletion Error
Kata kunci mewakili topik sesuai bidang ilmu yang dikupas atau dianalisi dalam karya ilmiah tersebut.,Kata kunci mewakili topik sesuai bidang ilm yang dikupas atau dianalisi dalam karya ilmiah tersebut.,Bahasa Indonesia,Deletion Error
"Pendahuluan merupakan bagian yang menjelaskan mengenai latar belakang, rumusan masalah, tujuan penelitian, dan manfaat penelitian.","Pendahuluan merupakan bagian yang menjelaskan mengenai ltar belakang, rumusan masalah, tujuan penelitian, dan manfaat penelitian.",Bahasa Indonesia,Deletion Error
"Latar belakang memberikan uraian singkat tentang topik penelitian, penyebab timbulnya masalah, dan pentingnya pembahasan topik tersebut.","Latar belakang memberikan uraian singkat tentang topk penelitian, penyebab timbulnya masalah, dan pentingnya pembahasan topik tersebut.",Bahasa Indonesia,Deletion Error
Rumusan masalah menyiratkan masalah yang akan dibahas oleh penulis terkait dengan pertanyaan mengapa dan bagaimana pada pilihan topik.,Rumusan masalah menyiratkan masalah yang akan dibhas oleh penulis terkait dengan pertanyaan mengapa dan bagaimana pada pilihan topik.,Bahasa Indonesia,Deletion Error
Tujuan penelitian adalah pernyataan mengenai capaian pembahasan yang sesuai dengan rumusan masalah.,Tujuan penelitian adalah pernyataan mengenai capaian pemahasan yang sesuai dengan rumusan masalah.,Bahasa Indonesia,Deletion Error
Manfaat penelitian adalah penjelasan mengenai kegunaan penelitian karya ilmiah tersebut.,Manfaat pnelitian adalah penjelasan mengenai kegunaan penelitian karya ilmiah tersebut.,Bahasa Indonesia,Deletion Error
Bagian ini disebut juga landasan teori atau kajian pustaka.,Bagian ini disebut juga landasan teori ata kajian pustaka.,Bahasa Indonesia,Deletion Error
Kerangka teoretis berisi penjelasan mengenai kajian beberapa penelitian sebelumnya dan kajian teori-teori yang relevan dengan topik permasalahan.,Kerangka teoretis berisi penjelasan mengenai kajian bberapa penelitian sebelumnya dan kajian teori-teori yang relevan dengan topik permasalahan.,Bahasa Indonesia,Deletion Error
Pada bagian ini disampaikan juga mengenai hipotesis penulis.,Pada bagian ini disampaikan juga mengenai hiptesis penulis.,Bahasa Indonesia,Deletion Error
"Berisi langkah-langkah atau prosedur penelitian yang mencakup persiapan, penentuan sumber data, pengumpulan data, pengolahan, dan pelaporan.","Berisi langkah-langkah atau prosedur penelitian yang menakup persiapan, penentuan sumber data, pengumpulan data, pengolahan, dan pelaporan.",Bahasa Indonesia,Deletion Error
"Menurut muchlisin (2018: 25), pembahasan menjelaskan makna yang terungkap dari hasil.","Menurut muchlisin (2018: 25), pembahasan menjelaskan maka yang terungkap dari hasil.",Bahasa Indonesia,Deletion Error
Penjelasan ini juga mengenai makna ilmiahnya dibanding dengan teori yang berlaku di kalangan ilmuwan.,Penjelasan ini juga mengenai makna ilmiahnya dibnding dengan teori yang berlaku di kalangan ilmuwan.,Bahasa Indonesia,Deletion Error
"Menurut muchlisin (2018: 25), simpulan harus mengacu kepada tujuan.","Menurut muchlisin (2018: 25), simpulan harus menacu kepada tujuan.",Bahasa Indonesia,Deletion Error
"Pada simpulan, tujuan harus terjawab dengan tegas.","Pada simpulan, tujuan harus terjawab dengan tegs.",Bahasa Indonesia,Deletion Error
Hasil penelitian disampaikan apa adanya walaupun kurang sesuai dengan hipotesis awal.,Hasil penelitian disampaikan apa adanya walaupun kurng sesuai dengan hipotesis awal.,Bahasa Indonesia,Deletion Error
Pemahaman peneliti tentang perspektif dari hasil penelitian ini terhadap dampak maupun kegunaannya pada ilmu pengetahuan maupun pengambil kebijaksanaan dapat dituliskan sebagai saran.,Pemahaman peneliti tentang perspektif dari hasil pnelitian ini terhadap dampak maupun kegunaannya pada ilmu pengetahuan maupun pengambil kebijaksanaan dapat dituliskan sebagai saran.,Bahasa Indonesia,Deletion Error
Berupa deretan referensi atau sumber pustaka yang dibaca dan dipakai dalam menyusun karya ilmiah.,Berupa deretan referensi atau sumber pustaka yan dibaca dan dipakai dalam menyusun karya ilmiah.,Bahasa Indonesia,Deletion Error
"Semua sumber pustaka baik berupa buku, artikel jurnal, maupun yang berasal dari internet ditulis berurutan secara alfabetis.","Semua sumber pustaka baik berupa buku, artkel jurnal, maupun yang berasal dari internet ditulis berurutan secara alfabetis.",Bahasa Indonesia,Deletion Error
"Menurut muchlisin (2018: 26), penulisan daftar pustaka berbeda-beda pada setiap jurnal.","Menurut muchlisin (2018: 26), penulisan daftar pusaka berbeda-beda pada setiap jurnal.",Bahasa Indonesia,Deletion Error
"Acuan penulisan daftar pustaka antara lain gaya harvard (harvard style) seperti pada teks 1, gaya apa (american psychological association style) seperti pada teks 2.","Acuan penulisan daftar pustaka antara lain gya harvard (harvard style) seperti pada teks 1, gaya apa (american psychological association style) seperti pada teks 2.",Bahasa Indonesia,Deletion Error
"Secara umum, cara penulisan sumber pustaka adalah sebagai berikut: nama penulis (susunan nama penulis pertama dibalik).","Secara umum, cara penulisan sumber pustaka adaah sebagai berikut: nama penulis (susunan nama penulis pertama dibalik).",Bahasa Indonesia,Deletion Error
Penulisan sumber pustaka dalam daftar pustaka sebagai berikut.,Penulisan sumber pustaka dalam daftar pustaka sebgai berikut.,Bahasa Indonesia,Deletion Error
Lampiran biasanya berupa data tambahan atau data pendukung yang tidak dimasukkan dalam naskah utama.,Lampiran biasanya berupa dta tambahan atau data pendukung yang tidak dimasukkan dalam naskah utama.,Bahasa Indonesia,Deletion Error
"Menurut kamus besar bahasa indonesia dijelaskan bahwa bahasa standar adalah (ragam) bahasa yang diterima untuk dipakai dalam situasi resmi, seperti dalam perundang-undangan dan surat-menyurat resmi.","Menurut kamus besar bahasa indonesia dijelaskan baha bahasa standar adalah (ragam) bahasa yang diterima untuk dipakai dalam situasi resmi, seperti dalam perundang-undangan dan surat-menyurat resmi.",Bahasa Indonesia,Deletion Error
"Ragam bahasa yang digunakan dalam karya tulis ilmiah adalah ragam bahasa ilmiah atau disebut juga bahasa standar (baku) (setiorini, 2010).","Ragam bahasa yang digunakan dalam karya tuls ilmiah adalah ragam bahasa ilmiah atau disebut juga bahasa standar (baku) (setiorini, 2010).",Bahasa Indonesia,Deletion Error
"Dalam laba & rinayanthi (2018: 17), chaer (2011) memaparkan bahwa ciri-ciri bahasa yang digunakan dalam karya ilmiah bersifat lugas, mematuhi kaidah-kaidah gramatika, dan bebas dari ketaksaan, yakni tidak bersifat ambigu.","Dalam laba & rinayanthi (2018: 17), chaer (201) memaparkan bahwa ciri-ciri bahasa yang digunakan dalam karya ilmiah bersifat lugas, mematuhi kaidah-kaidah gramatika, dan bebas dari ketaksaan, yakni tidak bersifat ambigu.",Bahasa Indonesia,Deletion Error
